period;cmd;country;nb_edge_exp;nb_edge_imp;primary_value_exp;primary_value_imp;primary_value_deflated_exp;primary_value_deflated_imp;net_wgt_exp;net_wgt_imp
2020;01;Brazil;40;6;115420133.0;576796.0;109610762.58309591;577951.9038076153;1367141457.0;9568076.0
2020;01;Cameroon;32;5;129749133.41;9773.92;153186698.24085006;9783.703703703703;739934105.3;69778.0
2020;01;Canada;26;19;298948318.25799996;249937064.83800006;299847861.84353054;243129440.5038911;2688345475.6089997;1863876125.1249995
2020;01;China;56;97;6488025.0;8376187573.0;6430153.617443012;8309709893.849206;26275801.0;48607942676.275
2020;01;Congo;30;2;180512490.18;5408.52;220405970.91575092;5215.544840887175;510813123.1;3031.42
2020;01;Czechia;34;32;870485806.0;86820124.0;855094111.9842831;85790636.36363636;13702848000.243;770504350.579
2020;01;Finland;25;21;91908071.26099999;324502769.914;89753975.84082031;313529246.29371977;975843600.0;5678520462.0
2020;01;France;57;58;308753861.389;88245518.959;294612463.15744275;86855825.74704725;2495105072.514;602947548.298
2020;01;Germany;56;57;984720978.169;378687745.499;950502874.6805022;372724158.9557087;10127732407.474;4474763651.512
2020;01;India;22;71;6376460.026;563086248.929;6263713.188605108;571081388.3661258;36527636.382;2309060002.465
2020;01;Italy;49;48;50927761.236;175634564.022;48548866.764537655;173723604.37388724;294384798.0;1495052217.0
2020;01;Japan;14;42;143262508.82099998;562484092.469;140178580.05968687;585920929.6552083;1455939524.2860003;4282465928.8919997
2020;01;Latvia;27;17;175855778.239;105629366.727;169092094.46057692;105947208.35205618;2371644518.0;1314965452.0
2020;01;Malaysia;32;23;108723725.02000001;1237073.406;112201986.60474715;1254638.3427991888;434225061.292;5400654.7069999995
2020;01;Netherlands;57;49;112185752.119;110083254.834;111185086.34192269;110859269.72205438;1008891892.986;727813319.863
2020;01;New Zealand;25;7;1906028543.4239998;236487.81;1811814204.7756655;234843.90268123135;21613052088.26;1879042.3199999998
2020;01;Norway;13;17;209509822.078;21318177.539;247355161.83943328;20557548.2536162;3324062908.0;272020285.0
2020;01;Papua New Guinea;13;1;268915736.505;195818.114;281882323.3805031;190299.43051506314;1064688030.736;1849140.5559999999
2020;01;Portugal;20;29;21376054.224000007;191265412.34;20693179.306873184;189935861.31082422;213301567.55900002;2145212969.971
2020;01;Rep. of Korea;5;46;362006.0;368891666.0;398246.4246424642;385466735.63218385;393087.0;2280905127.531
2020;01;Russian Federation;42;7;1016846326.5059999;117725.43;1147682084.0925508;114185.6741028128;13134013639.0;661804.0
2020;01;Slovakia;28;22;142153337.838;67801651.04800001;140329060.0572557;67063947.62413453;1197234385.0;914258912.0
2020;01;Slovenia;27;30;120567662.61;60918749.58;117856952.69794722;59900442.064896755;1176215900.78;572712681.98
2020;01;Spain;35;44;121615189.80299999;55412906.459;118072999.80873783;55247164.96410768;1420551739.47;589286941.673
2020;01;Sweden;35;19;96114373.482;449757914.766;92774491.77799228;443548239.41420114;733985923.985;6887881278.208
2020;01;USA;96;41;1552790279.0;97588496.0;1571650079.9595144;98773781.37651822;12379382131.532001;908170016.6780001
2020;01;Uruguay;15;6;142268182.0;1972458.6099999999;153471609.49298814;2290892.6945412313;2041357986.5;5368706.8
2020;01;Viet Nam;18;66;197649.885;359323404.533;190414.14739884392;361129049.7819095;1186784.153;1221843152.0080001
2021;01;Australia;31;12;152186628.655;849805.818;88480598.05523255;809338.8742857144;449426695.899;1567743.904
2021;01;Austria;39;42;114647804.796;952000592.231;97241564.71246819;809524313.1215987;974724388.0;9015497087.0
2021;01;Belgium;55;40;277537993.19;267079700.83400002;240500860.6499133;230638774.46804833;1519416276.27;4275336648.96
2021;01;Brazil;43;8;221306442.0;764801.0;158756414.63414633;642150.2938706969;2612056507.0;13984188.0
2021;01;Cameroon;33;5;176665429.78;701208.04;144807729.32786885;616175.7820738137;910843574.15;961971.0
2021;01;Canada;25;22;463648575.71400005;286263253.12499994;366810582.05221516;253330312.49999994;3585375407.689;1481928151.429
2021;01;China;59;99;3706181.0;11563788732.0;3499698.7724268176;9280729319.422152;10676532.0;52675422113.458
2021;01;Congo;25;1;167996122.84;0.0;129626637.99382716;0.0;452387359.25;0.0
2021;01;Czechia;35;35;1174936704.0;111683264.0;1074964962.4885635;99895584.97316636;10921161573.372;754975202.8039999
2021;01;Finland;29;16;97148319.799;339004205.702;82329084.57542373;280632620.61423844;905413303.0;5729138610.0
2021;01;France;61;62;384418948.226;98482852.838;335151654.94856143;86616405.31046614;2971355539.659;611346576.7
2021;01;Germany;59;60;1175587201.333;512694344.452;1044966401.184889;444275861.7435008;9234661112.499;4435482157.91
2021;01;India;28;73;32844192.449;829865967.78;28461171.966204505;633485471.5877863;153231249.41500002;3602126006.3519998
2021;01;Italy;55;56;47631485.716000006;273042343.362;42114487.81255526;229062368.59228185;143383282.0;1912008281.0
2021;01;Japan;13;51;178160307.372;773994601.186;165422755.2200557;681333275.6919014;1244788381.332;5562163185.453
2021;01;Latvia;28;16;215519790.861;170855737.903;180805193.67533556;148441127.63075587;2476314585.0;1370040554.0
2021;01;Netherlands;51;51;486166002.8970001;137401905.762;427963030.7191902;121058947.8079295;4883596432.418;12145004436.461
2021;01;New Zealand;20;10;2782999396.016;214457.489;2386791934.833619;191138.58199643492;19390756046.056;963722.076
2021;01;Norway;17;15;270928123.195;25958953.629;194912318.84532377;22691393.03234265;3618522423.0;290191501.0
2021;01;Papua New Guinea;11;2;245525093.40899998;16868.995;144002987.3366569;14492.263745704466;1005240045.351;92284.28899999999
2021;01;Portugal;23;36;22721420.664999995;252850406.82000002;20054210.64872021;215191835.59148937;199548948.34999996;2409382196.067
2021;01;Rep. of Korea;6;47;389499.0;528086100.0;364017.7570093458;455639430.543572;510954.58999999997;2592915846.2
2021;01;Romania;30;20;8461911.549999999;234823660.04999998;7409729.903677759;204194487.0;28758991.0;1542690489.0
2021;01;Russian Federation;41;10;1020591637.505;169905.54;786280152.161017;153068.05405405405;11876676784.459;482198.1
2021;01;Slovakia;33;28;173497214.519;115301181.29800001;156727384.38934055;99741506.31314878;1185537214.0;1116063113.0
2021;01;Slovenia;26;32;137330455.563;84505346.446;122071516.056;73610928.95993032;1031237775.6999999;591175483.3
2021;01;Sweden;40;25;140472407.192;421019626.585;121515923.1764706;367702730.6419214;897543763.257;6124177161.185
2021;01;USA;97;49;2032073528.0;67506469.0;1806287580.4444444;62796715.34883721;13075416157.203;459629827.963
2021;01;Uruguay;16;5;233020399.0;2136896.46;224706267.11668274;2141178.8176352703;2867823615.0;6097329.6
2021;01;Viet Nam;14;71;973545.963;390791579.783;911559.8904494384;372182456.9361905;4279548.994;1359513704.207
2022;01;Austria;32;39;146547156.66;875658032.7870001;115756047.91469194;668951896.7051184;1103878509.0;6970953319.0
2022;01;Belgium;51;43;264859097.691;295026837.968;202182517.32137403;220005099.15585384;1385431871.9800003;4338194774.067
2022;01;Brazil;47;9;201632349.0;869987.0;131613804.8302872;612235.7494722027;2165490336.547;13253321.0
2022;01;Cameroon;34;6;124081746.941;5999.3550000000005;76688347.92398022;4604.26323867997;702558378.362;58810.0
2022;01;Canada;26;19;458984670.602;306972477.9319999;304770697.6108898;250181318.60798693;3097186542.223;1537378136.9290001
2022;01;China;57;102;20201990.0;8517440892.0;18085935.541629367;6163126549.927642;52321078.0;36606757709.0
2022;01;Congo;21;3;188235524.26099998;9107.257;116626718.87298636;7142.946666666667;569372270.12;10423.1
2022;01;Czechia;33;31;1059535967.0;164124108.0;909472933.0472102;134748857.14285713;8014603264.064;1034804862.319
2022;01;Estonia;27;20;160038155.84;100365270.99000001;115052592.26455788;76149674.49924126;1494180464.8;639814529.3
2022;01;Finland;29;22;136679993.064;249579637.60100004;104976953.19815668;181909356.85204083;1453845007.0;2700838286.0
2022;01;France;60;53;474829122.02699995;129046684.371;382618148.28928286;100817722.16484375;2925752236.3129997;729876989.875
2022;01;Germany;63;65;1142351167.2089999;578916134.656;947223190.0572139;449120352.71993786;7915608908.779;4297640826.709
2022;01;India;25;75;7882174.048;1048956205.104;5994048.7057034215;658478471.5028248;33845750.092;2840231011.7
2022;01;Italy;57;57;49096248.362;314865012.284;40811511.52285952;228660139.63979667;246301382.0;2001839653.0
2022;01;Japan;14;47;144932241.95999998;889283744.69;138691140.63157895;674722112.814871;904952210.708;5170166028.514
2022;01;Latvia;34;21;384810551.507;200554405.782;288247604.12509364;152512856.1079848;2826327132.0;1484571351.0
2022;01;Netherlands;55;54;295332711.40199995;50276523.172;231270721.53641343;39156170.69470405;4977946870.472;189035749.0
2022;01;New Zealand;20;7;2223879818.627;131602.327;1617367140.8196366;106993.76178861789;14914191079.446001;481562.186
2022;01;Norway;15;23;295904667.49899995;34579811.47399999;130067985.71384615;27685997.977582064;3956993586.0;320477312.0
2022;01;Papua New Guinea;12;2;283135664.092;4911.877;110686342.49100861;3723.9401061410163;1052947257.949;10052.684000000001
2022;01;Poland;48;34;414406017.0;316093904.0;340234825.12315273;252875123.2;2707010918.0;2349394840.0
2022;01;Portugal;25;38;25033831.525999997;340363437.566;20043099.700560447;255145005.67166418;221229118.0;2494620010.773
2022;01;Rep. of Korea;5;43;365441.0;452578078.0;329820.39711191336;349211479.93827164;191207.0;2231145973.99
2022;01;Romania;30;22;23084538.39;179850213.9;18661712.522231203;140727866.90140843;78781052.0;1017833464.0
2022;01;Slovakia;31;21;163735672.45499998;156134843.261;137593002.0630252;120941009.49728891;1149169147.0;1368125608.0
2022;01;Slovenia;28;38;169036545.53599998;85401486.801;139699624.40991735;67298255.9503546;1065881244.6;510608980.90099996
2022;01;Spain;33;51;154401839.857;90567361.07199998;122250071.14568487;67891575.01649174;1539095254.1599998;722224876.221
2022;01;Sweden;37;26;194990601.233;545330017.438;155247293.97531846;429393714.5181102;1357119828.601;6282184467.693
2022;01;USA;97;54;1864384873.0;161047190.0;1466864573.564123;138119373.92795885;9821625090.952;1083219946.29
2022;01;Uruguay;18;5;142645624.0;3074142.12;125237597.89288849;2625228.1127241673;1736499557.0;8546213.0
2022;01;Viet Nam;21;69;2222603.678;539613957.503;1944535.1513560805;473345576.7570175;9006589.311999999;1418673800.641
2023;01;Austria;33;33;72200411.334;866175509.192;57668060.17092652;696282563.659164;506383083.0;6558828371.0
2023;01;Belgium;49;41;174980912.33;258168616.12399998;144373690.04125413;215499679.56928214;943148844.12;3296606850.667
2023;01;Brazil;34;9;154030135.0;793301.0;107114141.16828929;604189.6420411271;1433706729.0;13317723.0
2023;01;Cameroon;33;5;105957792.536;3826.9109999999996;78197632.86789668;3101.2244732576983;571941609.0;3092.16
2023;01;Canada;25;24;387593090.62;298434360.958;284576424.83113074;245827315.45140034;2485231639.4820004;1700542356.5600002
2023;01;China;58;96;2284727.0;6372376931.0;2065756.7811934904;4951341826.7288265;5292679.0;31779516014.0
2023;01;Czechia;35;30;613523404.0;178001060.0;535828300.4366812;152921872.85223368;4793341505.092;1132161199.963
2023;01;Estonia;30;13;181149018.32;82394388.2;143200804.99604744;66180231.48594378;1716996533.6699998;508760383.3
2023;01;Finland;35;17;148779530.231;219717757.247;119309968.10825983;169535306.51774693;1313180188.0;2408981064.0
2023;01;France;58;54;411105851.178;124624861.21500002;342018179.01663893;105079984.16104554;2550186979.021;667407864.981
2023;01;Germany;61;62;967469400.0040001;494994992.216;808920903.0133779;404077544.66612244;6924282883.0;3661420073.5099998
2023;01;India;31;69;37063029.882;941672606.224;29275695.009478677;670229612.9708185;140503370.99;2665466857.099
2023;01;Italy;59;53;68063849.553;247478859.795;56344246.31870861;199902148.46122777;252032227.0;1521454200.0
2023;01;Japan;15;42;155764511.346;558013939.734;153160778.11799413;474501649.4336735;1065112840.3740001;3028437189.904
2023;01;Latvia;38;17;320062386.222;106406322.50099999;261275417.32408163;90481566.75255103;2537100111.0;830308090.0
2023;01;Malaysia;36;13;111197043.24000001;20492915.075;93837167.29113923;16908345.771452148;328775399.307;3790282.085
2023;01;New Zealand;22;9;1978455886.1179998;94915.15299999999;1512580952.6896024;78312.83250825082;15191886915.674;213166.297
2023;01;Norway;14;20;290390933.7;16956871.270000003;214627445.45454544;14013943.198347108;3637448234.0;181407472.671
2023;01;Papua New Guinea;11;2;193645806.72300002;46703.868;115816870.04964116;36430.47425897037;461073270.953;221122.079
2023;01;Poland;42;33;327172731.0;156306588.0;271512639.8340249;129072327.00247729;2198396228.0;1127682340.0
2023;01;Portugal;20;34;33491281.274;337198527.027;27384530.88634505;269327896.9864217;262797240.958;3135666890.857
2023;01;Rep. of Korea;7;47;295150.0;312247807.0;293974.1035856573;265516842.68707484;376448.3;1782763069.391
2023;01;Slovakia;28;23;151846866.57;89933577.844;129894667.72455089;74386747.59636062;1082302379.0;705618433.0
2023;01;Slovenia;32;35;152494775.26299998;70911766.444;131009257.09879725;59043935.42381349;1030164107.3;389165322.88
2023;01;Spain;39;49;177269083.12700003;103634738.62;142613904.3660499;83643856.83615819;2273745530.269;612903279.4729999
2023;01;Sweden;37;21;132162075.605;651983462.6129999;108418437.73995078;531363865.2102689;980249298.793;6862716768.681
2023;01;USA;104;55;1541820340.0;135696320.0;1281646167.9135497;120085238.9380531;8160248880.53;911060978.725
2023;01;Uruguay;23;7;106889717.0;2620266.59;99063685.82020389;2495491.9904761906;1194151852.462;8529108.7
2023;01;Viet Nam;19;65;2272071.177;343446348.798;2025018.8743315507;316248939.961326;8968934.044;839459142.23
1996;05;Australia;49;54;27322933.0;263317338.0;0.0;0.0;38943273.0;445993499.0
1996;05;Austria;67;53;901109680.0;227175646.0;0.0;0.0;2401617021.0;599875609.0
1996;05;Belgium-Luxembourg (...1998);56;68;183279557.0;503961107.0;0.0;0.0;340287528.0;1038121379.0
1996;05;Brazil;66;11;287223800.0;23778016.0;375947382.19895285;31245750.328515116;784100501.0;398926177.0
1996;05;Canada;90;54;9186931272.0;406423815.0;0.0;0.0;30260562971.0;1100815946.0
1996;05;Chile;44;18;235075008.0;2270203.0;481711081.9672131;2394728.9029535865;563389021.0;2527457.0
1996;05;Denmark;53;56;71441218.0;447709062.0;0.0;0.0;87831500.0;912103494.0
1996;05;Egypt;7;33;10429.0;448245993.0;18232.517482517484;790557306.8783069;44000.0;1287463126.0
1996;05;Finland;59;41;1425211921.0;51514743.0;0.0;0.0;3552812161.0;95646493.0
1996;05;France;72;88;353604441.0;700479378.0;0.0;0.0;718957953.0;1315648763.0
1996;05;Germany;85;91;483091529.0;1421810953.0;0.0;0.0;1290779999.0;3199990656.0
1996;05;Italy;87;92;95935852.0;1644018564.0;0.0;0.0;69114122.0;3847506635.0
1996;05;Japan;32;75;23418852.0;4555143252.0;0.0;0.0;233555403.0;7076488091.0
1996;05;Malaysia;67;37;782856304.0;47088792.0;607336155.159038;44131951.26522962;1807813710.0;130695444.0
1996;05;Netherlands;57;70;140827883.0;881197975.0;0.0;0.0;207504449.0;1838761724.0
1996;05;New Zealand;39;31;241307676.0;23870531.0;0.0;0.0;529253867.0;24935623.0
1996;05;Norway;36;38;157585174.0;259988622.0;0.0;0.0;364947564.0;440975637.0
1996;05;Rep. of Korea;23;59;11251304.0;459842024.0;6154980.306345733;536571789.96499413;15717578.0;669597894.0
1996;05;Russian Federation;76;44;625611326.0;5423979.0;0.0;0.0;2837559120.0;7645697.0
1996;05;Spain;45;78;21287509.0;570801715.0;0.0;0.0;32007827.0;1171129448.0
1996;05;Sweden;74;51;2462491310.0;94380282.0;0.0;0.0;5732938003.0;136645261.0
1996;05;Thailand;23;53;3515766.0;502557184.0;3501758.9641434257;593337879.5749705;5165724.0;1296045649.0
1996;05;USA;124;86;2398328800.0;7186491724.0;2475055521.155831;7677875773.504274;4558386014.0;26193103267.0
1996;05;United Kingdom;69;84;20527038.0;1582508726.0;0.0;0.0;28412253.0;3289999902.0
1997;05;Australia;51;56;22521198.0;277495747.0;0.0;0.0;35883135.0;459356074.0
1997;05;Austria;67;54;926586382.0;233986942.0;0.0;0.0;2657942724.0;666121752.0
1997;05;Belgium-Luxembourg (...1998);66;71;278038167.0;611528102.0;0.0;0.0;460360212.0;1207965688.0
1997;05;Brazil;74;15;398226270.0;20186594.0;512517722.00772196;27577314.207650274;894607253.0;253942970.0
1997;05;Canada;99;58;9403021051.0;504440966.0;0.0;0.0;29172685557.0;1190274694.0
1997;05;Chile;49;15;292099133.0;4726617.0;613653640.7563025;5120928.49404117;883920055.0;5318745.0
1997;05;China, Hong Kong SAR;25;71;289963802.0;338368466.0;261228650.45045042;313594500.463392;485903658.0;499923758.0
1997;05;Denmark;47;64;0.0;549853353.0;0.0;0.0;0.0;1220365290.0
1997;05;Egypt;4;40;36241.0;498984764.0;60301.16472545757;807418711.97411;36121.0;1405856593.0
1997;05;Finland;64;41;1621238968.0;69479373.0;0.0;0.0;3847839351.0;161055797.0
1997;05;France;80;85;324832655.0;721118191.0;0.0;0.0;760159751.0;1384902753.0
1997;05;Germany;90;92;526969284.0;1485642414.0;0.0;0.0;1455696740.0;3471709588.0
1997;05;Italy;84;96;86976112.0;1641682075.0;0.0;0.0;72254892.0;4139430570.0
1997;05;Japan;29;82;11739796.0;4575446322.0;0.0;0.0;66794484.0;7480944827.0
1997;05;Latvia;47;15;291024615.0;2667254.0;0.0;0.0;1614266107.0;18611745.0
1997;05;Malaysia;69;36;978108783.0;53008648.0;828905748.3050848;53870577.23577236;2035409287.0;156883396.0
1997;05;Netherlands;65;71;133763603.0;887244282.0;0.0;0.0;200271402.0;1867340782.0
1997;05;New Zealand;38;35;268433449.0;24129867.0;0.0;0.0;619760712.0;22774046.0
1997;05;Norway;36;40;151783803.0;277137429.0;0.0;0.0;332670975.0;498105510.0
1997;05;Rep. of Korea;13;60;9830790.0;448566799.0;5925732.368896925;557918904.2288556;13504887.0;630969856.0
1997;05;Russian Federation;77;50;678999144.0;13576523.0;0.0;0.0;2947863068.0;22364724.0
1997;05;Spain;42;79;26489558.0;613136181.0;0.0;0.0;60991615.0;1297488652.0
1997;05;Sweden;74;52;2527822485.0;101085520.0;0.0;0.0;5656578647.0;148975058.0
1997;05;Thailand;30;52;6065380.0;313157271.0;6285367.875647668;387091805.93325084;12466354.0;1418139752.0
1997;05;USA;129;83;2484769447.0;7732607094.0;2748638768.8053093;8867668685.779816;4544481514.0;26032232240.0
1997;05;United Kingdom;74;82;25702665.0;1830790150.0;0.0;0.0;41411842.0;3926682636.0
1998;05;Australia;56;49;19675638.0;240560483.0;0.0;0.0;39313744.0;445696674.0
1998;05;Austria;69;61;946212734.0;239678281.0;0.0;0.0;2701083833.0;716028340.0
1998;05;Belgium-Luxembourg (...1998);62;74;238385267.0;557295687.0;0.0;0.0;422671413.0;1205590494.0
1998;05;Brazil;70;17;401250053.0;12600816.0;548905681.25855;18288557.32946299;878131797.0;178966027.0
1998;05;Canada;102;58;7904640297.0;455149817.0;0.0;0.0;29051860685.0;1025279627.0
1998;05;Chile;52;15;244557449.0;4574442.0;606842305.2109182;5565014.598540146;682041320.0;3947129.0
1998;05;China;43;76;110725038.0;333785533.0;119962121.34344529;483747149.2753623;168631182.0;1104219989.0
1998;05;China, Hong Kong SAR;29;72;343195224.0;376659862.0;321343842.6966292;366400643.9688716;615094595.0;615279059.0
1998;05;Denmark;49;62;78927450.0;553419886.0;0.0;0.0;103001552.0;1240525191.0
1998;05;Egypt;7;38;0.0;550977200.0;0.0;864956357.9277865;0.0;1610715576.0
1998;05;Finland;62;43;1552926164.0;68039438.0;0.0;0.0;4214524082.0;145641738.0
1998;05;France;84;77;324795285.0;719706784.0;0.0;0.0;767889769.0;1537959746.0
1998;05;Germany;92;81;614511000.0;1383599992.0;0.0;0.0;1702410976.0;3563962506.0
1998;05;Italy;90;97;101350496.0;1710052407.0;0.0;0.0;86936776.0;4360954446.0
1998;05;Japan;29;75;7716658.0;2368965601.0;0.0;0.0;4031365.0;4635548603.0
1998;05;Latvia;46;19;326187504.0;3451415.0;0.0;0.0;1844160729.0;23901179.0
1998;05;Malaysia;74;42;627001740.0;59225579.0;590953572.1017908;64375629.347826086;1718444146.0;281783709.0
1998;05;Netherlands;62;77;130659737.0;733541972.0;0.0;0.0;220028780.0;1893853116.0
1998;05;New Zealand;40;22;264441108.0;5959830.0;0.0;0.0;678590268.0;6233622.0
1998;05;Norway;36;41;127266115.0;263914087.0;0.0;0.0;332018325.0;555300420.0
1998;05;Romania;64;24;249461000.0;1450000.0;0.0;0.0;884304496.0;1453508.0
1998;05;Russian Federation;71;52;572629526.0;10226529.0;0.0;0.0;2885518539.0;19251436.0
1998;05;Spain;55;89;29733366.0;690768530.0;0.0;0.0;46377450.0;1544350532.0
1998;05;Sweden;76;58;2209519279.0;115269999.0;0.0;0.0;5677938664.0;171231298.0
1998;05;USA;132;86;1962933535.0;7117221089.0;2251070567.6605506;8564646316.486161;3813513176.0;27185458026.0
1998;05;United Kingdom;74;94;35761460.0;1662775783.0;0.0;0.0;71781694.0;3859337578.0
1999;05;Austria;78;56;1106364086.0;261288787.0;0.0;0.0;3149396975.0;862735916.0
1999;05;Belgium;65;74;289932406.0;521893906.0;0.0;0.0;563534754.0;1213444488.0
1999;05;Brazil;83;14;488391587.0;5175432.0;764306082.9420971;7736071.748878922;1191484048.0;85362135.0
1999;05;Canada;101;67;8950238587.0;507606194.0;0.0;0.0;29870365118.0;1151936931.0
1999;05;Chile;53;14;289930929.0;4346914.0;721221216.4179103;5608921.290322581;1856108.0;125250.0
1999;05;China;51;83;136703838.0;643474354.0;152401157.19063544;903756115.1685393;242056050.0;1844310408.0
1999;05;China, Hong Kong SAR;22;82;437472382.0;487883146.0;421457015.4142582;484011057.53968257;944591319.0;1519251248.0
1999;05;Czechia;51;48;229966132.0;47978552.0;0.0;0.0;991427888.0;174985751.0
1999;05;Denmark;50;65;74263115.0;519491476.0;0.0;0.0;97009915.0;1225821908.0
1999;05;Egypt;10;41;260698.0;470363475.0;490033.8345864662;777460289.2561983;61339.0;3416374.0
1999;05;Finland;63;42;1500592547.0;71470190.0;0.0;0.0;4205237110.0;193116736.0
1999;05;France;89;81;318826493.0;745807086.0;0.0;0.0;770841111.0;1750899251.0
1999;05;Germany;93;95;679697880.0;1358797622.0;0.0;0.0;1801206788.0;3864264049.0
1999;05;Italy;90;99;137910899.0;1758545854.0;0.0;0.0;132630104.0;4744680694.0
1999;05;Japan;31;82;7654038.0;2992841503.0;0.0;0.0;3816260.0;5806563650.0
1999;05;Latvia;41;23;379283822.0;9612129.0;0.0;0.0;2049139375.0;93387878.0
1999;05;Malaysia;75;41;741327942.0;73228451.0;726080256.6111655;81274640.39955606;1879978570.0;271413211.0
1999;05;Netherlands;73;82;140164634.0;832316891.0;0.0;0.0;257763691.0;2207759619.0
1999;05;New Zealand;47;32;322120899.0;20710413.0;0.0;0.0;796962981.0;21897528.0
1999;05;Rep. of Korea;20;58;4520707.0;258362461.0;3488199.8456790126;387931623.12312317;5129728.0;446215902.0
1999;05;Romania;67;29;308712000.0;1412000.0;0.0;0.0;1202303000.0;2453500.0
1999;05;Russian Federation;81;46;636043718.0;3315109.0;0.0;0.0;3797671472.0;6589785.0
1999;05;Spain;57;88;35407165.0;738145231.0;0.0;0.0;46920800.0;1759401824.0
1999;05;Sweden;78;58;502177090.0;110134034.0;0.0;0.0;5679607963.0;178655007.0
1999;05;USA;135;98;2158208860.0;8196138977.0;2521272032.7102804;10056612241.717794;4224853167.0;27959718095.0
1999;05;United Kingdom;77;91;43555935.0;1601632063.0;0.0;0.0;80412298.0;3901510902.0
2000;05;Australia;57;62;29294511.0;360070580.0;56012449.33078394;464607200.0;49367472.0;577258414.0
2000;05;Austria;81;57;1015190523.0;252588866.0;1586235192.1875;420280975.0415973;3435139767.0;973381550.0
2000;05;Belgium;64;74;322784839.0;570661999.0;540678122.2780569;946371474.2951907;198434.0;1347748.0
2000;05;Brazil;78;18;510533007.0;6063333.0;783026084.3558282;8612688.920454545;1358016430.0;112993732.0
2000;05;Canada;94;54;8209959996.0;558557503.0;11094540535.135136;703472925.6926951;50544140.0;2897022.0
2000;05;Chile;56;19;325118431.0;6178864.0;757851820.5128206;7841197.969543148;2910606.0;61500.0
2000;05;China;49;91;175257408.0;966709606.0;197361945.94594595;1317043059.945504;0.0;0.0
2000;05;China, Hong Kong SAR;28;80;453588117.0;484924021.0;441233576.8482491;481075417.65873015;0.0;0.0
2000;05;Denmark;54;65;54125714.0;506069199.0;90967586.55462186;812310110.7544142;80602193.0;1366291822.0
2000;05;Egypt;4;43;0.0;480992998.114;0.0;763480949.3873017;0.0;1210174143.0440001
2000;05;Finland;68;48;1423791552.0;77998110.0;2099987539.823009;126210533.98058254;4267534956.0;227833600.0
2000;05;France;90;94;314032877.0;778838281.0;521649297.34219265;1291605772.8026533;946874026.0;1954446089.0
2000;05;Germany;98;93;693694000.0;1097148000.0;1102852146.263911;1730517350.1577287;2223864485.0;3510204600.0
2000;05;Italy;96;105;136042716.778;1678064972.658;234152696.6919105;2820277264.9714284;153060876.0;5155398713.0
2000;05;Japan;34;85;6879555.0;3227161817.0;5815346.576500423;4090192416.9835234;0.0;0.0
2000;05;Latvia;48;22;318931065.298;9963091.693;552740147.830156;15187639.775914636;2210516601.0;94312387.0
2000;05;Malaysia;77;49;824786551.0;95080339.0;832277044.3995965;103348194.56521739;0.0;0.0
2000;05;Mexico;23;40;37147960.0;284869350.0;51167988.98071626;355642134.83146065;50990341.0;0.0
2000;05;Netherlands;76;71;132054134.0;830707365.0;195926014.83679524;1243573899.700599;85240.0;62651.0
2000;05;New Zealand;47;37;334920665.0;24812088.0;562891873.9495798;35194451.06382979;870264283.0;26580536.0
2000;05;Romania;73;34;364079295.56;2593884.35;685648390.8851224;4374172.5969645865;1403737843.0;4955444.0
2000;05;Russian Federation;88;56;746955663.0;2697908.0;1216540167.752443;3568661.375661376;4564458447.0;5665560.0
2000;05;Spain;60;90;45797436.717;757012705.805;76202057.76539102;1270155546.6526847;74098020.78999999;1986325911.756
2000;05;Sweden;80;56;1988053242.0;113677464.0;2985064927.927928;177343937.59750393;5684614308.0;203039148.0
2000;05;USA;147;97;2228355813.0;7068293923.0;2761283535.315985;8758728529.120197;0.0;0.0
2000;05;United Kingdom;72;88;48751201.0;1712613514.0;67993306.83403067;2190042856.7774935;113448376.0;4508133041.0
2001;05;Austria;74;60;952313312.0;232651614.0;1516422471.3375797;389701195.9798995;3376269700.0;939117904.0
2001;05;Belgium;69;72;267693483.0;461058577.0;455261025.5102041;778815163.8513513;80670.0;213706.0
2001;05;Brazil;81;16;527192401.0;7752650.0;836813334.9206349;11384214.390602058;1396079644.0;108226053.28
2001;05;Cameroon;66;4;221540269.0;483.0;449371742.39350915;827.0547945205478;511750352.0;138.0
2001;05;Canada;102;57;7544866754.0;456993527.0;10552261194.405594;591960527.2020724;50615048.0;2249667.0
2001;05;Chile;80;19;380203982.0;13975500.0;1008498625.994695;18708835.34136546;0.0;0.0
2001;05;China;61;94;193384917.0;976319857.0;223566378.0346821;1331950691.6780355;0.0;0.0
2001;05;China, Hong Kong SAR;30;84;366692217.0;411925506.0;365595430.7078763;424228121.52420187;0.0;0.0
2001;05;Denmark;60;76;49516784.0;441622141.0;84789013.69863014;727548831.9604613;75332444.0;1241301921.0
2001;05;Egypt;6;47;0.0;422752254.432;0.0;682960023.3150243;0.0;1094820620.564
2001;05;Finland;68;47;1309870015.0;71062768.0;2027662561.919505;119836033.72681282;4110034246.0;187089032.0
2001;05;France;91;97;287546349.0;721880658.0;482460317.11409396;1217336691.3996627;891673400.0;1946700900.0
2001;05;Germany;111;94;736945000.0;889612000.0;1179112000.0;1412082539.6825397;2545310489.0;2973957800.0
2001;05;Italy;95;95;108817042.734;1471707384.164;188264779.81660903;2533059181.0051637;139093006.0;4774536024.0
2001;05;Japan;29;85;6833576.0;2684035752.0;6321531.914893617;3748653284.9162016;0.0;0.0
