period;cmd;country;nb_edges;nb_edges_country;traded_value_exp;traded_value_imp;traded_value_exp_country;traded_value_imp_country;contrib_nb_edges;contrib_trade_value_exp;contrib_trade_value_imp
1996;12;Mauritius;1739;6;6032543317.0;10214764336.0;13662.0;314489.0;0.0034502587694077054;2.264716435852159e-6;0.00003078769021539177
1996;12;Mexico;1739;15;6032543317.0;10214764336.0;6950756.0;10443752.0;0.008625646923519264;0.0011522098781143323;0.0010224173222668463
1996;12;Mongolia;1739;2;6032543317.0;10214764336.0;172813.0;259728.0;0.0011500862564692352;0.00002864678974007606;0.000025426724636674965
1996;12;Morocco;1739;24;6032543317.0;10214764336.0;12099889.0;25009254.0;0.013801035077630822;0.0020057691033733525;0.002448343708905709
1996;12;Mozambique;1739;11;6032543317.0;10214764336.0;20941.0;4970050.0;0.0063254744105807935;3.471338521679114e-6;0.00048655552262561765
1996;12;Myanmar;1739;24;6032543317.0;10214764336.0;64554.0;152304350.0;0.013801035077630822;0.000010700959215341843;0.014910216720637616
1996;12;Nepal;1739;2;6032543317.0;10214764336.0;1491.0;7804.0;0.0011500862564692352;2.4715943535760276e-7;7.639921728293115e-7
1996;12;Netherlands;1739;70;6032543317.0;10214764336.0;49200384.0;86393482.0;0.04025301897642323;0.008155827718857969;0.008457706821049463
1996;12;Netherlands Antilles (...2010);1739;5;6032543317.0;10214764336.0;255406.0;242373.0;0.002875215641173088;0.00004233803001136411;0.00002372771333997421
1996;12;New Caledonia;1739;3;6032543317.0;10214764336.0;23073.0;124537.0;0.0017251293847038527;3.82475496445739e-6;0.000012191862279298305
1996;12;New Zealand;1739;25;6032543317.0;10214764336.0;449594146.0;582076209.0;0.01437607820586544;0.07452812559721235;0.05698381184855952
1996;12;Nicaragua;1739;6;6032543317.0;10214764336.0;51811.0;234150.0;0.0034502587694077054;8.588583169223847e-6;0.00002292270211019776
1996;12;Niger;1739;3;6032543317.0;10214764336.0;0.0;80520.0;0.0017251293847038527;0.0;7.88270755461509e-6
1996;12;Nigeria;1739;17;6032543317.0;10214764336.0;18246.0;30306015.0;0.0097757331799885;3.0245949413379073e-6;0.002966883425121439
