economy;time;TM.UVI.MRCH.XD.WD;TX.UVI.MRCH.XD.WD
NZL;YR2023;121.2;130.8
NZL;YR2024;119.7;135.9
OED;YR1996;;
OED;YR1997;;
OED;YR1998;;
OED;YR1999;;
OED;YR2000;;
OED;YR2001;;
OED;YR2002;;
OED;YR2003;;
OED;YR2004;;
OED;YR2005;;
OED;YR2006;;
OED;YR2007;;
OED;YR2008;;
OED;YR2009;;
OED;YR2010;;
OED;YR2011;;
OED;YR2012;;
OED;YR2013;;
OED;YR2014;;
OED;YR2015;;
OED;YR2016;;
OED;YR2017;;
OED;YR2018;;
OED;YR2019;;
OED;YR2020;;
OED;YR2021;;
OED;YR2022;;
OED;YR2023;;
OED;YR2024;;
OMN;YR1996;;34.5
OMN;YR1997;;33.1
OMN;YR1998;;21.3
OMN;YR1999;;30.7
OMN;YR2000;73.5;47.3
OMN;YR2001;73.4;40.7
OMN;YR2002;68.7;43.0
OMN;YR2003;65.3;49.2
OMN;YR2004;84.5;60.9
OMN;YR2005;88.9;88.9
OMN;YR2006;93.3;109.2
OMN;YR2007;99.4;115.3
OMN;YR2008;107.0;178.9
OMN;YR2009;101.8;100.2
OMN;YR2010;106.9;135.6
OMN;YR2011;117.0;182.2
OMN;YR2012;115.8;194.0
OMN;YR2013;114.3;186.7
OMN;YR2014;112.0;182.7
OMN;YR2015;100.0;100.0
OMN;YR2016;98.1;68.8
OMN;YR2017;102.9;79.3
OMN;YR2018;106.7;91.2
OMN;YR2019;106.2;84.9
OMN;YR2020;107.3;71.6
OMN;YR2021;121.2;113.1
OMN;YR2022;133.2;158.4
OMN;YR2023;127.7;126.3
OMN;YR2024;126.9;118.4
OSS;YR1996;;
OSS;YR1997;;
OSS;YR1998;;
OSS;YR1999;;
OSS;YR2000;;
OSS;YR2001;;
OSS;YR2002;;
OSS;YR2003;;
OSS;YR2004;;
OSS;YR2005;;
OSS;YR2006;;
OSS;YR2007;;
OSS;YR2008;;
OSS;YR2009;;
OSS;YR2010;;
OSS;YR2011;;
OSS;YR2012;;
OSS;YR2013;;
OSS;YR2014;;
OSS;YR2015;;
OSS;YR2016;;
OSS;YR2017;;
OSS;YR2018;;
OSS;YR2019;;
OSS;YR2020;;
OSS;YR2021;;
OSS;YR2022;;
OSS;YR2023;;
OSS;YR2024;;
PAK;YR1996;32.8;78.9
PAK;YR1997;33.5;79.6
PAK;YR1998;29.7;81.0
PAK;YR1999;32.1;75.5
PAK;YR2000;34.5;69.2
PAK;YR2001;38.4;62.8
PAK;YR2002;38.7;60.1
PAK;YR2003;44.3;64.4
PAK;YR2004;49.7;68.9
PAK;YR2005;56.2;69.2
PAK;YR2006;61.8;71.0
PAK;YR2007;68.2;73.3
PAK;YR2008;87.4;82.6
PAK;YR2009;72.8;77.4
PAK;YR2010;82.8;87.8
PAK;YR2011;102.6;103.9
PAK;YR2012;107.3;104.4
PAK;YR2013;109.7;101.9
PAK;YR2014;109.1;105.1
PAK;YR2015;100.0;100.0
PAK;YR2016;88.2;93.8
PAK;YR2017;89.3;94.1
PAK;YR2018;84.4;88.2
PAK;YR2019;71.2;77.3
PAK;YR2020;66.3;75.3
PAK;YR2021;79.1;85.1
PAK;YR2022;78.2;89.8
PAK;YR2023;56.6;79.7
PAK;YR2024;63.7;90.1
PAN;YR1996;71.8;88.3
PAN;YR1997;72.4;87.6
PAN;YR1998;70.4;85.9
PAN;YR1999;69.4;84.6
PAN;YR2000;72.7;84.8
PAN;YR2001;70.7;84.6
PAN;YR2002;71.4;84.6
PAN;YR2003;73.2;82.9
PAN;YR2004;76.9;85.4
PAN;YR2005;80.7;88.0
PAN;YR2006;84.7;89.8
PAN;YR2007;89.0;93.4
PAN;YR2008;97.9;98.0
PAN;YR2009;91.5;96.1
PAN;YR2010;96.1;98.9
PAN;YR2011;105.1;105.9
PAN;YR2012;106.2;107.4
PAN;YR2013;105.1;105.7
PAN;YR2014;103.0;105.7
PAN;YR2015;100.0;100.0
PAN;YR2016;99.8;96.7
PAN;YR2017;103.5;98.0
PAN;YR2018;107.0;99.9
PAN;YR2019;105.0;98.3
PAN;YR2020;108.3;101.3
PAN;YR2021;115.9;108.4
PAN;YR2022;134.4;113.8
PAN;YR2023;129.4;111.4
PAN;YR2024;126.8;109.6
PER;YR1996;66.0;45.0
PER;YR1997;62.8;45.8
PER;YR1998;59.8;38.1
PER;YR1999;58.0;34.2
PER;YR2000;61.0;34.9
PER;YR2001;59.0;33.6
PER;YR2002;57.8;35.3
PER;YR2003;62.6;38.9
PER;YR2004;70.9;50.4
PER;YR2005;81.9;61.7
PER;YR2006;88.1;90.1
PER;YR2007;96.0;100.4
PER;YR2008;111.2;102.6
PER;YR2009;97.9;89.6
PER;YR2010;104.6;112.4
PER;YR2011;118.2;133.4
PER;YR2012;117.2;127.2
PER;YR2013;115.0;122.0
PER;YR2014;112.8;118.0
PER;YR2015;100.0;100.0
PER;YR2016;97.4;97.8
PER;YR2017;101.1;109.7
PER;YR2018;106.5;114.5
PER;YR2019;103.3;109.9
PER;YR2020;100.1;113.9
PER;YR2021;115.2;147.1
PER;YR2022;130.8;159.2
PER;YR2023;124.8;153.9
PER;YR2024;121.1;163.4
PHL;YR1996;112.9;109.1
PHL;YR1997;115.0;112.9
PHL;YR1998;118.2;123.0
PHL;YR1999;110.7;135.6
PHL;YR2000;106.5;126.8
PHL;YR2001;89.5;105.2
PHL;YR2002;89.1;97.5
PHL;YR2003;88.0;99.6
PHL;YR2004;86.1;94.3
PHL;YR2005;96.0;105.5
PHL;YR2006;100.0;106.5
PHL;YR2007;105.1;109.5
PHL;YR2008;116.4;110.9
PHL;YR2009;102.3;104.9
PHL;YR2010;108.5;107.3
PHL;YR2011;119.4;112.8
PHL;YR2012;118.0;110.1
PHL;YR2013;116.7;108.0
PHL;YR2014;114.9;107.9
PHL;YR2015;100.0;100.0
PHL;YR2016;97.6;99.2
PHL;YR2017;101.1;101.6
PHL;YR2018;105.2;103.2
PHL;YR2019;102.4;100.5
PHL;YR2020;100.1;101.6
PHL;YR2021;113.7;108.5
PHL;YR2022;129.3;112.9
PHL;YR2023;121.7;110.1
PHL;YR2024;119.5;110.7
PLW;YR1996;;
PLW;YR1997;;
PLW;YR1998;;
PLW;YR1999;;
PLW;YR2000;79.5;72.6
PLW;YR2001;77.2;70.2
PLW;YR2002;77.2;69.8
PLW;YR2003;82.1;71.4
PLW;YR2004;87.9;75.7
PLW;YR2005;90.5;80.8
PLW;YR2006;93.6;91.3
PLW;YR2007;99.5;95.5
PLW;YR2008;114.2;101.7
PLW;YR2009;94.3;96.8
PLW;YR2010;101.5;103.8
PLW;YR2011;118.2;110.6
PLW;YR2012;118.3;109.5
PLW;YR2013;117.7;108.5
PLW;YR2014;117.1;105.1
PLW;YR2015;100.0;100.0
PLW;YR2016;96.5;98.8
PLW;YR2017;101.2;101.9
PLW;YR2018;107.3;109.3
PLW;YR2019;105.3;109.2
PLW;YR2020;100.3;104.9
PLW;YR2021;113.2;113.8
PLW;YR2022;130.1;121.0
PLW;YR2023;126.0;123.7
PLW;YR2024;125.1;119.2
PNG;YR1996;;26.4
PNG;YR1997;;29.2
PNG;YR1998;;33.4
PNG;YR1999;;37.7
PNG;YR2000;64.3;38.9
PNG;YR2001;62.1;35.1
PNG;YR2002;61.8;38.6
PNG;YR2003;65.8;43.8
PNG;YR2004;73.8;54.4
PNG;YR2005;84.5;65.7
PNG;YR2006;90.4;84.8
PNG;YR2007;97.9;97.7
PNG;YR2008;118.4;114.5
PNG;YR2009;99.3;95.9
PNG;YR2010;103.6;123.5
PNG;YR2011;119.6;152.8
PNG;YR2012;119.9;143.3
PNG;YR2013;116.9;133.0
PNG;YR2014;114.8;130.7
PNG;YR2015;100.0;100.0
PNG;YR2016;97.2;94.0
PNG;YR2017;101.6;102.6
PNG;YR2018;107.3;108.2
PNG;YR2019;105.2;100.7
PNG;YR2020;102.9;95.4
PNG;YR2021;116.4;170.5
PNG;YR2022;131.9;255.8
PNG;YR2023;128.2;167.2
PNG;YR2024;126.0;165.3
POL;YR1996;;
POL;YR1997;;
POL;YR1998;;
POL;YR1999;;
POL;YR2000;61.6;57.3
POL;YR2001;60.9;58.0
POL;YR2002;63.0;61.2
POL;YR2003;74.1;71.2
POL;YR2004;83.7;82.3
POL;YR2005;89.5;86.3
POL;YR2006;92.4;92.1
POL;YR2007;98.2;97.6
POL;YR2008;108.0;105.2
POL;YR2009;99.1;99.2
POL;YR2010;104.9;103.3
POL;YR2011;115.1;110.7
POL;YR2012;113.0;109.2
POL;YR2013;112.2;108.0
POL;YR2014;111.0;107.7
POL;YR2015;100.0;100.0
POL;YR2016;98.3;98.7
POL;YR2017;102.2;101.7
POL;YR2018;106.5;105.0
POL;YR2019;103.5;103.4
POL;YR2020;101.6;103.3
POL;YR2021;114.6;113.0
POL;YR2022;125.0;121.8
POL;YR2023;121.1;120.5
POL;YR2024;120.5;120.5
PRE;YR1996;;
PRE;YR1997;;
PRE;YR1998;;
PRE;YR1999;;
PRE;YR2000;;
PRE;YR2001;;
PRE;YR2002;;
PRE;YR2003;;
PRE;YR2004;;
PRE;YR2005;;
PRE;YR2006;;
PRE;YR2007;;
PRE;YR2008;;
PRE;YR2009;;
PRE;YR2010;;
PRE;YR2011;;
PRE;YR2012;;
PRE;YR2013;;
PRE;YR2014;;
PRE;YR2015;;
PRE;YR2016;;
PRE;YR2017;;
PRE;YR2018;;
PRE;YR2019;;
PRE;YR2020;;
PRE;YR2021;;
PRE;YR2022;;
PRE;YR2023;;
PRE;YR2024;;
PRI;YR1996;;
PRI;YR1997;;
PRI;YR1998;;
PRI;YR1999;;
PRI;YR2000;;
PRI;YR2001;;
PRI;YR2002;;
PRI;YR2003;;
PRI;YR2004;;
PRI;YR2005;;
PRI;YR2006;;
PRI;YR2007;;
PRI;YR2008;;
PRI;YR2009;;
PRI;YR2010;;
PRI;YR2011;;
PRI;YR2012;;
PRI;YR2013;;
PRI;YR2014;;
PRI;YR2015;;
PRI;YR2016;;
PRI;YR2017;;
PRI;YR2018;;
PRI;YR2019;;
PRI;YR2020;;
PRI;YR2021;;
PRI;YR2022;;
PRI;YR2023;;
PRI;YR2024;;
PRK;YR1996;;
PRK;YR1997;;
PRK;YR1998;;
PRK;YR1999;;
PRK;YR2000;55.0;73.9
PRK;YR2001;50.7;69.8
PRK;YR2002;50.9;66.9
PRK;YR2003;55.2;68.4
PRK;YR2004;63.3;74.9
PRK;YR2005;73.8;83.0
PRK;YR2006;81.6;92.0
PRK;YR2007;88.9;97.7
PRK;YR2008;109.9;110.2
PRK;YR2009;86.9;103.4
PRK;YR2010;100.1;123.9
PRK;YR2011;123.0;141.9
PRK;YR2012;117.8;127.7
PRK;YR2013;114.3;120.8
PRK;YR2014;111.2;113.9
PRK;YR2015;100.0;100.0
PRK;YR2016;97.6;103.6
PRK;YR2017;104.1;118.9
PRK;YR2018;105.9;88.5
PRK;YR2019;103.2;85.4
PRK;YR2020;103.4;85.0
PRK;YR2021;119.3;105.4
PRK;YR2022;122.4;133.9
PRK;YR2023;118.6;122.3
PRK;YR2024;31.4;99.6
PRT;YR1996;;
PRT;YR1997;;
PRT;YR1998;;
PRT;YR1999;;
PRT;YR2000;61.3;63.8
PRT;YR2001;60.6;62.6
PRT;YR2002;63.3;66.1
PRT;YR2003;75.5;77.2
PRT;YR2004;85.9;87.0
PRT;YR2005;89.1;87.5
PRT;YR2006;94.2;91.3
PRT;YR2007;100.4;95.9
PRT;YR2008;111.2;102.3
PRT;YR2009;99.7;96.5
PRT;YR2010;106.3;100.9
PRT;YR2011;118.2;111.0
PRT;YR2012;116.7;110.3
PRT;YR2013;115.9;109.5
PRT;YR2014;114.5;109.1
PRT;YR2015;100.0;100.0
PRT;YR2016;97.4;98.1
PRT;YR2017;101.7;101.1
PRT;YR2018;106.8;105.3
PRT;YR2019;103.6;103.3
PRT;YR2020;100.7;103.3
PRT;YR2021;117.5;113.3
PRT;YR2022;133.4;124.9
PRT;YR2023;125.2;122.3
PRT;YR2024;123.7;121.5
PRY;YR1996;78.5;55.5
PRY;YR1997;84.6;54.0
PRY;YR1998;77.7;54.3
PRY;YR1999;69.3;51.3
PRY;YR2000;65.8;51.7
PRY;YR2001;64.0;55.9
PRY;YR2002;51.2;54.6
PRY;YR2003;48.5;51.1
PRY;YR2004;56.5;55.3
PRY;YR2005;70.5;56.7
PRY;YR2006;97.8;59.7
PRY;YR2007;100.7;72.4
PRY;YR2008;119.7;88.9
PRY;YR2009;110.3;79.3
PRY;YR2010;116.9;91.0
PRY;YR2011;121.2;107.8
PRY;YR2012;126.6;101.0
PRY;YR2013;119.8;105.6
PRY;YR2014;114.5;112.6
PRY;YR2015;100.0;100.0
PRY;YR2016;93.5;93.8
PRY;YR2017;101.0;100.2
PRY;YR2018;109.0;105.7
PRY;YR2019;115.3;107.9
PRY;YR2020;90.3;112.8
PRY;YR2021;98.5;144.4
PRY;YR2022;130.2;152.5
PRY;YR2023;137.0;126.1
PRY;YR2024;132.9;119.8
PSE;YR1996;;
PSE;YR1997;;
PSE;YR1998;;
PSE;YR1999;;
PSE;YR2000;62.0;73.9
PSE;YR2001;61.7;73.8
PSE;YR2002;60.7;73.4
PSE;YR2003;68.4;76.8
PSE;YR2004;76.7;83.3
PSE;YR2005;88.6;86.3
PSE;YR2006;94.5;88.6
PSE;YR2007;102.9;96.9
PSE;YR2008;125.9;104.8
PSE;YR2009;101.0;94.7
PSE;YR2010;108.3;101.1
PSE;YR2011;125.6;109.3
PSE;YR2012;121.7;106.9
PSE;YR2013;121.3;106.1
PSE;YR2014;118.8;106.7
PSE;YR2015;100.0;100.0
PSE;YR2016;96.4;100.4
PSE;YR2017;102.3;103.0
PSE;YR2018;111.2;106.7
PSE;YR2019;106.7;104.9
PSE;YR2020;102.4;107.0
PSE;YR2021;142.0;118.0
PSE;YR2022;174.5;125.9
PSE;YR2023;162.9;128.4
PSE;YR2024;158.6;129.1
PSS;YR1996;;
PSS;YR1997;;
PSS;YR1998;;
PSS;YR1999;;
PSS;YR2000;;
PSS;YR2001;;
PSS;YR2002;;
PSS;YR2003;;
PSS;YR2004;;
PSS;YR2005;;
PSS;YR2006;;
PSS;YR2007;;
PSS;YR2008;;
PSS;YR2009;;
PSS;YR2010;;
PSS;YR2011;;
PSS;YR2012;;
PSS;YR2013;;
PSS;YR2014;;
PSS;YR2015;;
PSS;YR2016;;
PSS;YR2017;;
PSS;YR2018;;
PSS;YR2019;;
PSS;YR2020;;
PSS;YR2021;;
PSS;YR2022;;
PSS;YR2023;;
PSS;YR2024;;
PST;YR1996;;
PST;YR1997;;
PST;YR1998;;
PST;YR1999;;
PST;YR2000;;
PST;YR2001;;
PST;YR2002;;
PST;YR2003;;
PST;YR2004;;
PST;YR2005;;
PST;YR2006;;
PST;YR2007;;
PST;YR2008;;
PST;YR2009;;
PST;YR2010;;
PST;YR2011;;
PST;YR2012;;
PST;YR2013;;
PST;YR2014;;
PST;YR2015;;
PST;YR2016;;
PST;YR2017;;
PST;YR2018;;
PST;YR2019;;
PST;YR2020;;
PST;YR2021;;
PST;YR2022;;
PST;YR2023;;
PST;YR2024;;
PYF;YR1996;;
PYF;YR1997;;
PYF;YR1998;;
PYF;YR1999;;
PYF;YR2000;72.7;76.8
PYF;YR2001;71.5;75.8
PYF;YR2002;71.4;74.3
PYF;YR2003;74.5;75.5
PYF;YR2004;80.4;77.5
PYF;YR2005;85.6;79.5
PYF;YR2006;89.3;71.1
PYF;YR2007;95.1;74.8
PYF;YR2008;105.2;71.1
PYF;YR2009;95.4;60.6
PYF;YR2010;101.4;61.9
PYF;YR2011;114.6;83.2
PYF;YR2012;114.0;88.5
PYF;YR2013;114.1;77.5
PYF;YR2014;114.7;96.2
PYF;YR2015;100.0;100.0
PYF;YR2016;97.3;112.5
PYF;YR2017;101.2;105.1
PYF;YR2018;105.7;102.3
PYF;YR2019;104.9;95.3
PYF;YR2020;102.9;92.3
PYF;YR2021;112.1;101.3
PYF;YR2022;124.4;110.8
PYF;YR2023;122.7;109.3
PYF;YR2024;122.8;99.3
QAT;YR1996;;
QAT;YR1997;;
QAT;YR1998;;
QAT;YR1999;;
QAT;YR2000;73.3;64.7
QAT;YR2001;73.0;60.2
QAT;YR2002;72.9;55.7
QAT;YR2003;76.2;69.0
QAT;YR2004;81.6;84.5
QAT;YR2005;84.8;119.6
QAT;YR2006;87.9;130.4
QAT;YR2007;93.1;142.2
QAT;YR2008;99.7;188.3
QAT;YR2009;98.5;114.8
QAT;YR2010;101.9;133.0
QAT;YR2011;109.8;159.4
QAT;YR2012;108.8;153.0
QAT;YR2013;107.9;161.9
QAT;YR2014;106.9;157.5
QAT;YR2015;100.0;100.0
QAT;YR2016;100.4;83.3
QAT;YR2017;103.6;98.9
QAT;YR2018;105.9;117.2
QAT;YR2019;106.1;97.5
QAT;YR2020;107.2;73.9
QAT;YR2021;115.0;160.8
QAT;YR2022;121.3;288.1
QAT;YR2023;121.6;166.8
QAT;YR2024;122.4;148.9
ROU;YR1996;;
ROU;YR1997;;
ROU;YR1998;;
ROU;YR1999;;
ROU;YR2000;59.3;53.1
ROU;YR2001;59.2;53.0
ROU;YR2002;61.8;56.4
ROU;YR2003;71.9;66.4
ROU;YR2004;81.1;77.5
ROU;YR2005;87.7;83.7
ROU;YR2006;91.9;90.6
ROU;YR2007;97.1;97.2
ROU;YR2008;107.3;107.4
ROU;YR2009;98.3;97.9
ROU;YR2010;104.9;102.4
ROU;YR2011;115.9;112.3
ROU;YR2012;113.3;112.3
ROU;YR2013;112.4;110.3
ROU;YR2014;111.1;108.8
ROU;YR2015;100.0;100.0
ROU;YR2016;98.4;98.6
ROU;YR2017;102.1;101.1
ROU;YR2018;106.2;104.4
ROU;YR2019;103.6;103.0
ROU;YR2020;101.9;103.9
ROU;YR2021;115.0;114.2
ROU;YR2022;127.8;123.7
ROU;YR2023;121.9;118.9
ROU;YR2024;121.1;117.2
RUS;YR1996;;
RUS;YR1997;;
RUS;YR1998;;
RUS;YR1999;;
RUS;YR2000;75.6;61.4
RUS;YR2001;74.9;58.4
RUS;YR2002;74.1;56.2
RUS;YR2003;77.2;63.2
RUS;YR2004;82.7;77.2
RUS;YR2005;86.6;97.3
RUS;YR2006;89.5;110.9
RUS;YR2007;93.6;123.3
RUS;YR2008;99.9;155.7
RUS;YR2009;96.6;104.9
RUS;YR2010;100.8;125.1
RUS;YR2011;108.1;156.1
RUS;YR2012;107.0;153.1
RUS;YR2013;106.0;151.4
RUS;YR2014;106.0;145.4
RUS;YR2015;100.0;100.0
RUS;YR2016;99.7;88.2
RUS;YR2017;101.9;100.9
RUS;YR2018;104.4;116.1
RUS;YR2019;102.7;107.0
RUS;YR2020;103.1;88.6
RUS;YR2021;111.0;129.8
RUS;YR2022;117.4;174.9
RUS;YR2023;117.0;142.2
RUS;YR2024;118.4;133.3
RWA;YR1996;73.7;37.7
RWA;YR1997;69.5;50.4
RWA;YR1998;61.7;37.7
RWA;YR1999;63.1;32.6
RWA;YR2000;70.9;39.3
RWA;YR2001;68.8;34.8
RWA;YR2002;67.9;34.8
RWA;YR2003;74.1;38.2
RWA;YR2004;81.7;48.2
RWA;YR2005;87.1;63.0
RWA;YR2006;91.3;97.7
RWA;YR2007;96.6;101.2
RWA;YR2008;109.7;93.5
RWA;YR2009;103.5;88.6
RWA;YR2010;107.3;106.1
RWA;YR2011;119.5;119.9
RWA;YR2012;117.1;108.7
RWA;YR2013;114.7;102.5
RWA;YR2014;113.4;110.1
RWA;YR2015;100.0;100.0
RWA;YR2016;98.4;98.5
RWA;YR2017;101.2;110.8
RWA;YR2018;105.8;111.2
RWA;YR2019;103.6;111.6
RWA;YR2020;104.1;121.1
RWA;YR2021;117.3;132.9
RWA;YR2022;131.8;149.6
RWA;YR2023;129.2;148.6
RWA;YR2024;126.8;164.3
SAS;YR1996;;
SAS;YR1997;;
SAS;YR1998;;
SAS;YR1999;;
SAS;YR2000;;
SAS;YR2001;;
SAS;YR2002;;
SAS;YR2003;;
SAS;YR2004;;
SAS;YR2005;;
SAS;YR2006;;
SAS;YR2007;;
SAS;YR2008;;
SAS;YR2009;;
SAS;YR2010;;
SAS;YR2011;;
SAS;YR2012;;
SAS;YR2013;;
SAS;YR2014;;
SAS;YR2015;;
SAS;YR2016;;
SAS;YR2017;;
SAS;YR2018;;
SAS;YR2019;;
SAS;YR2020;;
SAS;YR2021;;
SAS;YR2022;;
SAS;YR2023;;
SAS;YR2024;;
SAU;YR1996;;41.3
SAU;YR1997;;39.0
SAU;YR1998;;25.1
SAU;YR1999;;36.3
SAU;YR2000;75.1;55.8
SAU;YR2001;74.5;49.8
SAU;YR2002;74.2;49.8
SAU;YR2003;77.5;58.2
SAU;YR2004;83.7;73.9
SAU;YR2005;87.1;96.7
SAU;YR2006;91.4;110.3
SAU;YR2007;97.3;121.5
SAU;YR2008;104.9;154.2
SAU;YR2009;99.5;106.3
SAU;YR2010;104.5;130.3
SAU;YR2011;113.3;166.0
SAU;YR2012;112.2;167.3
SAU;YR2013;110.1;165.5
SAU;YR2014;108.5;155.7
SAU;YR2015;100.0;100.0
SAU;YR2016;99.5;88.3
SAU;YR2017;102.3;102.8
SAU;YR2018;105.0;121.0
SAU;YR2019;104.3;111.0
SAU;YR2020;105.0;84.8
SAU;YR2021;115.9;132.1
SAU;YR2022;126.2;176.3
SAU;YR2023;124.7;150.9
SAU;YR2024;125.2;143.7
SDN;YR1996;;
SDN;YR1997;;
SDN;YR1998;;
SDN;YR1999;;
SDN;YR2000;;
SDN;YR2001;;
SDN;YR2002;;
SDN;YR2003;;
SDN;YR2004;;
SDN;YR2005;87.6;95.7
SDN;YR2006;91.4;112.6
SDN;YR2007;96.2;124.9
SDN;YR2008;104.3;160.3
SDN;YR2009;99.6;107.6
SDN;YR2010;104.4;135.7
SDN;YR2011;117.3;177.7
SDN;YR2012;115.3;181.5
SDN;YR2013;113.6;165.1
SDN;YR2014;112.4;151.9
SDN;YR2015;100.0;100.0
SDN;YR2016;101.1;92.0
SDN;YR2017;103.4;100.7
SDN;YR2018;106.3;110.0
SDN;YR2019;104.1;105.7
SDN;YR2020;106.0;101.7
SDN;YR2021;120.7;128.5
SDN;YR2022;138.1;148.9
SDN;YR2023;135.1;141.0
SDN;YR2024;131.1;144.7
SEN;YR1996;60.8;103.9
SEN;YR1997;58.3;76.0
SEN;YR1998;56.5;76.0
SEN;YR1999;62.0;73.5
SEN;YR2000;61.4;63.4
SEN;YR2001;58.9;60.4
SEN;YR2002;59.2;59.7
SEN;YR2003;64.8;65.8
SEN;YR2004;73.4;73.9
SEN;YR2005;82.9;82.7
SEN;YR2006;89.2;89.8
SEN;YR2007;97.0;99.2
SEN;YR2008;118.7;119.9
SEN;YR2009;97.7;94.8
SEN;YR2010;106.9;104.5
SEN;YR2011;127.1;125.5
SEN;YR2012;125.8;122.6
SEN;YR2013;123.2;118.0
SEN;YR2014;119.9;115.7
SEN;YR2015;100.0;100.0
SEN;YR2016;96.7;96.6
SEN;YR2017;101.9;103.3
SEN;YR2018;108.1;110.8
SEN;YR2019;103.9;110.3
SEN;YR2020;98.7;109.6
SEN;YR2021;118.6;132.2
SEN;YR2022;142.2;157.7
SEN;YR2023;134.0;149.5
SEN;YR2024;131.1;147.5
SGP;YR1996;106.8;131.5
SGP;YR1997;100.3;123.9
SGP;YR1998;87.2;107.2
SGP;YR1999;87.2;106.2
SGP;YR2000;93.7;110.6
SGP;YR2001;86.6;99.1
SGP;YR2002;84.4;94.5
SGP;YR2003;84.1;87.1
SGP;YR2004;89.5;92.6
SGP;YR2005;95.7;97.5
SGP;YR2006;101.0;102.1
SGP;YR2007;106.2;106.3
SGP;YR2008;116.2;114.9
SGP;YR2009;101.8;101.5
SGP;YR2010;109.9;107.6
SGP;YR2011;122.9;117.6
SGP;YR2012;122.7;117.6
SGP;YR2013;120.9;115.9
SGP;YR2014;118.3;113.8
SGP;YR2015;100.0;100.0
SGP;YR2016;96.4;96.9
SGP;YR2017;100.8;100.3
SGP;YR2018;106.3;104.4
SGP;YR2019;103.2;101.9
SGP;YR2020;98.0;98.4
SGP;YR2021;111.8;107.4
SGP;YR2022;126.6;117.4
SGP;YR2023;120.6;113.5
SGP;YR2024;119.3;112.5
SLB;YR1996;;
SLB;YR1997;;
SLB;YR1998;;
SLB;YR1999;;
SLB;YR2000;65.8;66.2
SLB;YR2001;63.5;64.7
SLB;YR2002;62.3;67.5
SLB;YR2003;67.9;75.5
SLB;YR2004;75.7;84.4
SLB;YR2005;86.7;86.5
SLB;YR2006;92.7;88.2
SLB;YR2007;99.5;102.5
SLB;YR2008;118.9;113.6
SLB;YR2009;97.4;97.5
SLB;YR2010;104.8;109.4
SLB;YR2011;121.7;125.4
SLB;YR2012;120.1;120.4
SLB;YR2013;118.8;119.1
SLB;YR2014;115.5;127.6
SLB;YR2015;100.0;100.0
SLB;YR2016;98.1;95.6
SLB;YR2017;102.8;100.4
SLB;YR2018;108.6;104.2
SLB;YR2019;106.6;95.8
SLB;YR2020;101.7;97.9
SLB;YR2021;116.7;109.2
SLB;YR2022;135.3;103.7
SLB;YR2023;131.0;100.8
SLB;YR2024;128.5;105.0
SLE;YR1996;;
SLE;YR1997;;
SLE;YR1998;;
SLE;YR1999;;
SLE;YR2000;58.3;132.9
SLE;YR2001;54.9;117.3
SLE;YR2002;54.3;119.6
SLE;YR2003;61.0;126.1
SLE;YR2004;70.7;140.8
SLE;YR2005;85.7;148.0
SLE;YR2006;91.8;143.7
SLE;YR2007;97.6;151.8
SLE;YR2008;115.7;153.0
SLE;YR2009;100.5;122.1
SLE;YR2010;107.0;133.7
SLE;YR2011;121.8;155.4
SLE;YR2012;121.0;150.7
SLE;YR2013;118.7;146.5
SLE;YR2014;117.2;140.3
SLE;YR2015;100.0;100.0
SLE;YR2016;97.3;104.5
SLE;YR2017;100.0;110.9
SLE;YR2018;102.7;113.4
SLE;YR2019;101.9;108.7
SLE;YR2020;104.5;107.3
SLE;YR2021;111.1;127.1
SLE;YR2022;119.8;133.0
SLE;YR2023;124.0;128.5
SLE;YR2024;124.9;128.7
SLV;YR1996;61.4;73.9
SLV;YR1997;62.7;75.3
SLV;YR1998;64.7;76.0
SLV;YR1999;63.3;70.4
SLV;YR2000;66.0;69.7
SLV;YR2001;64.2;66.3
SLV;YR2002;63.0;65.9
SLV;YR2003;67.2;67.1
SLV;YR2004;73.1;68.7
SLV;YR2005;80.1;71.3
SLV;YR2006;85.9;74.6
SLV;YR2007;91.3;77.2
SLV;YR2008;105.5;85.1
SLV;YR2009;92.2;84.0
SLV;YR2010;98.7;87.2
SLV;YR2011;113.4;96.5
SLV;YR2012;115.5;99.8
SLV;YR2013;114.7;100.4
SLV;YR2014;111.5;99.8
SLV;YR2015;100.0;100.0
SLV;YR2016;94.5;98.4
SLV;YR2017;98.9;100.2
SLV;YR2018;106.2;103.4
SLV;YR2019;103.8;102.8
SLV;YR2020;98.9;102.1
SLV;YR2021;116.2;109.7
SLV;YR2022;136.4;125.0
SLV;YR2023;128.1;124.2
SLV;YR2024;127.5;120.8
SMR;YR1996;;
SMR;YR1997;;
SMR;YR1998;;
SMR;YR1999;;
SMR;YR2000;;
SMR;YR2001;;
SMR;YR2002;;
SMR;YR2003;;
SMR;YR2004;;
SMR;YR2005;;
SMR;YR2006;;
SMR;YR2007;;
SMR;YR2008;;
SMR;YR2009;;
SMR;YR2010;;
SMR;YR2011;;
SMR;YR2012;;
SMR;YR2013;;
SMR;YR2014;;
SMR;YR2015;;
SMR;YR2016;;
SMR;YR2017;;
SMR;YR2018;;
SMR;YR2019;;
SMR;YR2020;;
SMR;YR2021;;
SMR;YR2022;;
SMR;YR2023;;
SMR;YR2024;;
SOM;YR1996;;
