economy;time;TM.UVI.MRCH.XD.WD;TX.UVI.MRCH.XD.WD
SOM;YR1997;;
SOM;YR1998;;
SOM;YR1999;;
SOM;YR2000;67.5;56.5
SOM;YR2001;66.4;55.8
SOM;YR2002;64.7;54.1
SOM;YR2003;69.2;59.8
SOM;YR2004;74.9;65.6
SOM;YR2005;79.1;68.6
SOM;YR2006;84.5;74.3
SOM;YR2007;90.0;85.3
SOM;YR2008;104.2;92.1
SOM;YR2009;98.4;83.6
SOM;YR2010;103.6;97.4
SOM;YR2011;121.3;113.9
SOM;YR2012;114.3;110.2
SOM;YR2013;112.5;114.4
SOM;YR2014;112.3;121.6
SOM;YR2015;100.0;100.0
SOM;YR2016;103.2;96.6
SOM;YR2017;105.3;106.8
SOM;YR2018;105.3;108.1
SOM;YR2019;104.2;109.7
SOM;YR2020;107.5;120.2
SOM;YR2021;117.4;141.5
SOM;YR2022;127.6;149.1
SOM;YR2023;130.4;151.8
SOM;YR2024;130.7;98.0
SRB;YR1996;;
SRB;YR1997;;
SRB;YR1998;;
SRB;YR1999;;
SRB;YR2000;;
SRB;YR2001;;
SRB;YR2002;;
SRB;YR2003;;
SRB;YR2004;;
SRB;YR2005;;
SRB;YR2006;;
SRB;YR2007;;
SRB;YR2008;112.1;107.6
SRB;YR2009;98.5;97.3
SRB;YR2010;105.9;103.3
SRB;YR2011;118.8;115.3
SRB;YR2012;115.0;112.8
SRB;YR2013;114.4;110.6
SRB;YR2014;113.2;109.0
SRB;YR2015;100.0;100.0
SRB;YR2016;97.5;98.8
SRB;YR2017;102.5;102.2
SRB;YR2018;107.9;106.0
SRB;YR2019;104.2;103.7
SRB;YR2020;101.7;104.7
SRB;YR2021;120.1;119.0
SRB;YR2022;134.7;128.3
SRB;YR2023;123.0;125.0
SRB;YR2024;121.5;124.5
SSA;YR1996;;
SSA;YR1997;;
SSA;YR1998;;
SSA;YR1999;;
SSA;YR2000;;
SSA;YR2001;;
SSA;YR2002;;
SSA;YR2003;;
SSA;YR2004;;
SSA;YR2005;;
SSA;YR2006;;
SSA;YR2007;;
SSA;YR2008;;
SSA;YR2009;;
SSA;YR2010;;
SSA;YR2011;;
SSA;YR2012;;
SSA;YR2013;;
SSA;YR2014;;
SSA;YR2015;;
SSA;YR2016;;
SSA;YR2017;;
SSA;YR2018;;
SSA;YR2019;;
SSA;YR2020;;
SSA;YR2021;;
SSA;YR2022;;
SSA;YR2023;;
SSA;YR2024;;
SSD;YR1996;;
SSD;YR1997;;
SSD;YR1998;;
SSD;YR1999;;
SSD;YR2000;;
SSD;YR2001;;
SSD;YR2002;;
SSD;YR2003;;
SSD;YR2004;;
SSD;YR2005;;
SSD;YR2006;;
SSD;YR2007;;
SSD;YR2008;;
SSD;YR2009;;
SSD;YR2010;;
SSD;YR2011;;
SSD;YR2012;;
SSD;YR2013;;
SSD;YR2014;;
SSD;YR2015;;
SSD;YR2016;;
SSD;YR2017;;
SSD;YR2018;;
SSD;YR2019;;
SSD;YR2020;;
SSD;YR2021;;
SSD;YR2022;;
SSD;YR2023;;
SSD;YR2024;;
SSF;YR1996;;
SSF;YR1997;;
SSF;YR1998;;
SSF;YR1999;;
SSF;YR2000;;
SSF;YR2001;;
SSF;YR2002;;
SSF;YR2003;;
SSF;YR2004;;
SSF;YR2005;;
SSF;YR2006;;
SSF;YR2007;;
SSF;YR2008;;
SSF;YR2009;;
SSF;YR2010;;
SSF;YR2011;;
SSF;YR2012;;
SSF;YR2013;;
SSF;YR2014;;
SSF;YR2015;;
SSF;YR2016;;
SSF;YR2017;;
SSF;YR2018;;
SSF;YR2019;;
SSF;YR2020;;
SSF;YR2021;;
SSF;YR2022;;
SSF;YR2023;;
SSF;YR2024;;
SST;YR1996;;
SST;YR1997;;
SST;YR1998;;
SST;YR1999;;
SST;YR2000;;
SST;YR2001;;
SST;YR2002;;
SST;YR2003;;
SST;YR2004;;
SST;YR2005;;
SST;YR2006;;
SST;YR2007;;
SST;YR2008;;
SST;YR2009;;
SST;YR2010;;
SST;YR2011;;
SST;YR2012;;
SST;YR2013;;
SST;YR2014;;
SST;YR2015;;
SST;YR2016;;
SST;YR2017;;
SST;YR2018;;
SST;YR2019;;
SST;YR2020;;
SST;YR2021;;
SST;YR2022;;
SST;YR2023;;
SST;YR2024;;
STP;YR1996;84.2;108.7
STP;YR1997;79.2;111.7
STP;YR1998;70.4;88.9
STP;YR1999;74.8;88.1
STP;YR2000;73.3;75.9
STP;YR2001;71.2;77.6
STP;YR2002;71.3;100.8
STP;YR2003;76.9;101.2
STP;YR2004;83.6;107.2
STP;YR2005;94.3;106.6
STP;YR2006;99.1;106.8
STP;YR2007;106.3;116.4
STP;YR2008;123.3;130.6
STP;YR2009;108.1;115.0
STP;YR2010;118.9;126.1
STP;YR2011;122.7;131.1
STP;YR2012;121.0;124.0
STP;YR2013;119.5;125.7
STP;YR2014;117.7;121.7
STP;YR2015;100.0;100.0
STP;YR2016;98.8;135.9
STP;YR2017;101.7;113.2
STP;YR2018;107.3;123.7
STP;YR2019;105.4;125.5
STP;YR2020;101.7;125.3
STP;YR2021;115.3;121.1
STP;YR2022;131.7;122.6
STP;YR2023;129.2;125.8
STP;YR2024;126.2;191.4
SUR;YR1996;;
SUR;YR1997;;
SUR;YR1998;;
SUR;YR1999;;
SUR;YR2000;71.5;60.5
SUR;YR2001;69.6;57.1
SUR;YR2002;68.8;55.0
SUR;YR2003;74.3;59.2
SUR;YR2004;81.0;69.0
SUR;YR2005;91.7;76.2
SUR;YR2006;98.1;98.2
SUR;YR2007;100.3;103.9
SUR;YR2008;114.5;113.9
SUR;YR2009;99.7;93.9
SUR;YR2010;104.6;115.5
SUR;YR2011;117.3;141.6
SUR;YR2012;117.8;141.7
SUR;YR2013;115.3;126.1
SUR;YR2014;114.0;118.7
SUR;YR2015;100.0;100.0
SUR;YR2016;97.3;102.4
SUR;YR2017;101.6;105.0
SUR;YR2018;106.2;107.9
SUR;YR2019;107.8;115.7
SUR;YR2020;105.2;141.2
SUR;YR2021;120.4;146.1
SUR;YR2022;136.1;150.4
SUR;YR2023;134.3;157.2
SUR;YR2024;132.5;182.7
SVK;YR1996;;
SVK;YR1997;;
SVK;YR1998;;
SVK;YR1999;;
SVK;YR2000;59.0;59.4
SVK;YR2001;58.2;57.3
SVK;YR2002;59.9;59.5
SVK;YR2003;72.4;74.0
SVK;YR2004;84.8;88.1
SVK;YR2005;90.1;93.6
SVK;YR2006;94.4;98.0
SVK;YR2007;99.5;102.9
SVK;YR2008;109.3;109.3
SVK;YR2009;100.3;102.8
SVK;YR2010;105.5;105.4
SVK;YR2011;114.2;111.7
SVK;YR2012;112.0;110.1
SVK;YR2013;111.0;108.3
SVK;YR2014;109.6;107.2
SVK;YR2015;100.0;100.0
SVK;YR2016;98.1;98.5
SVK;YR2017;101.4;100.7
SVK;YR2018;105.1;103.4
SVK;YR2019;102.5;101.5
SVK;YR2020;101.1;101.3
SVK;YR2021;115.6;110.7
SVK;YR2022;129.1;119.0
SVK;YR2023;120.9;116.9
SVK;YR2024;120.5;116.6
SVN;YR1996;;
SVN;YR1997;;
SVN;YR1998;;
SVN;YR1999;;
SVN;YR2000;58.6;60.8
SVN;YR2001;57.6;60.7
SVN;YR2002;59.6;63.9
SVN;YR2003;70.6;76.0
SVN;YR2004;81.4;86.7
SVN;YR2005;87.5;90.2
SVN;YR2006;94.0;94.5
SVN;YR2007;100.0;99.4
SVN;YR2008;110.0;105.2
SVN;YR2009;99.2;99.9
SVN;YR2010;105.3;103.4
SVN;YR2011;116.5;110.4
SVN;YR2012;113.8;108.9
SVN;YR2013;112.7;107.9
SVN;YR2014;111.8;107.6
SVN;YR2015;100.0;100.0
SVN;YR2016;97.4;98.3
SVN;YR2017;102.3;101.9
SVN;YR2018;107.4;105.6
SVN;YR2019;104.3;103.5
SVN;YR2020;101.7;102.3
SVN;YR2021;114.8;112.5
SVN;YR2022;126.9;121.0
SVN;YR2023;120.1;116.4
SVN;YR2024;119.1;115.1
SWE;YR1996;;
SWE;YR1997;;
SWE;YR1998;;
SWE;YR1999;;
SWE;YR2000;64.1;66.6
SWE;YR2001;60.6;63.0
SWE;YR2002;64.5;67.1
SWE;YR2003;76.1;78.5
SWE;YR2004;85.1;86.9
SWE;YR2005;90.1;90.1
SWE;YR2006;95.3;94.4
SWE;YR2007;100.7;99.2
SWE;YR2008;109.6;106.2
SWE;YR2009;99.4;99.7
SWE;YR2010;105.3;104.9
SWE;YR2011;115.5;112.9
SWE;YR2012;114.0;110.8
SWE;YR2013;112.7;109.7
SWE;YR2014;111.8;109.0
SWE;YR2015;100.0;100.0
SWE;YR2016;97.8;98.4
SWE;YR2017;101.9;102.2
SWE;YR2018;107.0;106.7
SWE;YR2019;104.2;105.1
SWE;YR2020;101.4;103.6
SWE;YR2021;114.5;115.6
SWE;YR2022;127.0;125.6
SWE;YR2023;122.7;121.9
SWE;YR2024;121.7;121.3
SWZ;YR1996;72.5;66.5
SWZ;YR1997;75.2;69.0
SWZ;YR1998;69.1;63.4
SWZ;YR1999;67.8;62.2
SWZ;YR2000;67.1;61.6
SWZ;YR2001;65.7;61.8
SWZ;YR2002;66.3;63.6
SWZ;YR2003;70.7;66.2
SWZ;YR2004;79.9;76.3
SWZ;YR2005;84.6;79.3
SWZ;YR2006;88.6;85.3
SWZ;YR2007;95.9;85.8
SWZ;YR2008;110.7;97.8
SWZ;YR2009;98.8;102.5
SWZ;YR2010;104.8;109.4
SWZ;YR2011;118.8;122.7
SWZ;YR2012;117.4;119.2
SWZ;YR2013;115.6;114.0
SWZ;YR2014;113.8;110.3
SWZ;YR2015;100.0;100.0
SWZ;YR2016;97.4;109.7
SWZ;YR2017;101.1;107.0
SWZ;YR2018;106.8;104.7
SWZ;YR2019;104.1;103.6
SWZ;YR2020;102.1;104.1
SWZ;YR2021;126.5;118.8
SWZ;YR2022;152.6;125.1
SWZ;YR2023;145.8;131.3
SWZ;YR2024;140.3;127.1
SXM;YR1996;;
SXM;YR1997;;
SXM;YR1998;;
SXM;YR1999;;
SXM;YR2000;;
SXM;YR2001;;
SXM;YR2002;;
SXM;YR2003;;
SXM;YR2004;;
SXM;YR2005;;
SXM;YR2006;;
SXM;YR2007;;
SXM;YR2008;;
SXM;YR2009;;
SXM;YR2010;;
SXM;YR2011;;
SXM;YR2012;;
SXM;YR2013;120.9079589095;126.571330847
SXM;YR2014;117.8852599327;122.6476195883
SXM;YR2015;100.0;100.0
SXM;YR2016;92.9021759845;91.8290805667
SXM;YR2017;97.22739293;104.3163944888
SXM;YR2018;103.7323597467;115.9977520927
SXM;YR2019;103.0062332338;113.813843791
SXM;YR2020;99.8130400033;110.5386252762
SXM;YR2021;110.1935961617;120.4943878238
SXM;YR2022;;
SXM;YR2023;;
SXM;YR2024;;
SYC;YR1996;63.8;52.1
SYC;YR1997;63.8;49.2
SYC;YR1998;56.1;48.8
SYC;YR1999;65.0;52.6
SYC;YR2000;59.7;47.3
SYC;YR2001;60.1;42.8
SYC;YR2002;59.3;41.4
SYC;YR2003;63.8;43.7
SYC;YR2004;71.6;48.9
SYC;YR2005;80.9;56.0
SYC;YR2006;86.4;62.3
SYC;YR2007;93.2;79.3
SYC;YR2008;107.0;90.8
SYC;YR2009;92.9;81.2
SYC;YR2010;100.2;86.4
SYC;YR2011;118.2;107.6
SYC;YR2012;119.2;111.4
SYC;YR2013;118.3;121.0
SYC;YR2014;118.1;117.3
SYC;YR2015;100.0;100.0
SYC;YR2016;96.6;95.0
SYC;YR2017;100.2;95.1
SYC;YR2018;103.2;98.3
SYC;YR2019;101.5;96.0
SYC;YR2020;98.6;89.8
SYC;YR2021;107.1;96.6
SYC;YR2022;120.7;109.9
SYC;YR2023;119.4;112.3
SYC;YR2024;117.8;106.3
SYR;YR1996;;45.0
SYR;YR1997;;35.5
SYR;YR1998;;25.9
SYR;YR1999;;32.4
SYR;YR2000;68.1;43.2
SYR;YR2001;65.4;38.8
SYR;YR2002;64.9;38.9
SYR;YR2003;70.1;44.4
SYR;YR2004;79.0;54.1
SYR;YR2005;85.7;68.9
SYR;YR2006;92.0;77.7
SYR;YR2007;98.8;86.4
SYR;YR2008;116.7;104.0
SYR;YR2009;97.8;86.7
SYR;YR2010;104.7;95.5
SYR;YR2011;119.9;115.2
SYR;YR2012;117.6;112.3
SYR;YR2013;115.4;112.8
SYR;YR2014;112.4;112.6
SYR;YR2015;100.0;100.0
SYR;YR2016;99.2;97.6
SYR;YR2017;102.3;102.9
SYR;YR2018;105.8;106.9
SYR;YR2019;103.0;103.8
SYR;YR2020;103.3;102.6
SYR;YR2021;119.3;118.3
SYR;YR2022;136.1;139.9
SYR;YR2023;130.7;138.2
SYR;YR2024;127.5;137.2
TCA;YR1996;;
TCA;YR1997;;
TCA;YR1998;;
TCA;YR1999;;
TCA;YR2000;77.4;93.1
TCA;YR2001;76.4;80.4
TCA;YR2002;76.1;75.3
TCA;YR2003;78.7;82.3
TCA;YR2004;82.4;83.2
TCA;YR2005;88.2;83.6
TCA;YR2006;92.7;84.9
TCA;YR2007;98.9;90.0
TCA;YR2008;106.7;95.8
TCA;YR2009;97.3;89.3
TCA;YR2010;101.8;96.5
TCA;YR2011;114.9;75.2
TCA;YR2012;115.0;88.5
TCA;YR2013;114.5;121.1
TCA;YR2014;114.1;118.4
TCA;YR2015;100.0;100.0
TCA;YR2016;97.7;94.1
TCA;YR2017;101.9;102.2
TCA;YR2018;106.9;105.1
TCA;YR2019;105.3;104.8
TCA;YR2020;104.8;82.3
TCA;YR2021;117.1;114.8
TCA;YR2022;133.4;159.8
TCA;YR2023;131.0;116.5
TCA;YR2024;130.6;131.3
TCD;YR1996;92.1;67.9
TCD;YR1997;82.5;61.3
TCD;YR1998;81.2;65.7
TCD;YR1999;77.7;59.7
TCD;YR2000;68.2;54.7
TCD;YR2001;67.8;46.4
TCD;YR2002;68.2;45.3
TCD;YR2003;72.3;57.9
TCD;YR2004;77.9;73.8
TCD;YR2005;82.1;101.4
TCD;YR2006;85.9;118.9
TCD;YR2007;91.5;131.7
TCD;YR2008;105.3;169.3
TCD;YR2009;98.8;110.8
TCD;YR2010;102.4;140.8
TCD;YR2011;114.1;181.7
TCD;YR2012;112.3;182.4
TCD;YR2013;109.0;178.8
TCD;YR2014;108.9;164.6
TCD;YR2015;100.0;100.0
TCD;YR2016;98.6;86.8
TCD;YR2017;101.6;101.7
TCD;YR2018;105.4;122.1
TCD;YR2019;99.7;112.4
TCD;YR2020;99.2;95.5
TCD;YR2021;109.2;151.3
TCD;YR2022;120.8;193.9
TCD;YR2023;118.9;173.0
TCD;YR2024;117.2;177.1
TEA;YR1996;;
TEA;YR1997;;
TEA;YR1998;;
TEA;YR1999;;
TEA;YR2000;;
TEA;YR2001;;
TEA;YR2002;;
TEA;YR2003;;
TEA;YR2004;;
TEA;YR2005;;
TEA;YR2006;;
TEA;YR2007;;
TEA;YR2008;;
TEA;YR2009;;
TEA;YR2010;;
TEA;YR2011;;
TEA;YR2012;;
TEA;YR2013;;
TEA;YR2014;;
TEA;YR2015;;
TEA;YR2016;;
TEA;YR2017;;
TEA;YR2018;;
TEA;YR2019;;
TEA;YR2020;;
TEA;YR2021;;
TEA;YR2022;;
TEA;YR2023;;
TEA;YR2024;;
TEC;YR1996;;
TEC;YR1997;;
TEC;YR1998;;
TEC;YR1999;;
TEC;YR2000;;
TEC;YR2001;;
TEC;YR2002;;
TEC;YR2003;;
TEC;YR2004;;
TEC;YR2005;;
TEC;YR2006;;
TEC;YR2007;;
TEC;YR2008;;
TEC;YR2009;;
TEC;YR2010;;
TEC;YR2011;;
TEC;YR2012;;
TEC;YR2013;;
TEC;YR2014;;
TEC;YR2015;;
TEC;YR2016;;
TEC;YR2017;;
TEC;YR2018;;
TEC;YR2019;;
TEC;YR2020;;
TEC;YR2021;;
TEC;YR2022;;
TEC;YR2023;;
TEC;YR2024;;
TGO;YR1996;81.0;69.7
TGO;YR1997;72.7;67.8
TGO;YR1998;69.3;74.1
TGO;YR1999;67.9;72.2
TGO;YR2000;68.6;63.9
TGO;YR2001;105.5;37.1
TGO;YR2002;131.4;37.3
TGO;YR2003;178.4;40.4
TGO;YR2004;193.0;53.1
TGO;YR2005;226.2;45.1
TGO;YR2006;100.2;89.7
TGO;YR2007;107.3;103.1
TGO;YR2008;126.6;132.0
TGO;YR2009;107.2;112.9
TGO;YR2010;119.9;120.3
TGO;YR2011;141.3;141.0
TGO;YR2012;131.5;130.6
TGO;YR2013;130.7;122.2
TGO;YR2014;128.5;117.9
TGO;YR2015;100.0;100.0
TGO;YR2016;92.4;96.1
TGO;YR2017;101.2;102.3
TGO;YR2018;111.9;112.3
TGO;YR2019;104.7;106.0
TGO;YR2020;92.3;92.0
TGO;YR2021;120.3;124.8
TGO;YR2022;154.4;164.8
TGO;YR2023;136.6;148.0
TGO;YR2024;130.4;152.1
THA;YR1996;84.7;100.4
THA;YR1997;80.9;96.5
THA;YR1998;74.7;83.8
THA;YR1999;72.5;80.7
THA;YR2000;76.3;79.1
THA;YR2001;76.7;73.1
THA;YR2002;77.2;73.7
THA;YR2003;79.9;78.0
THA;YR2004;83.3;82.8
THA;YR2005;88.6;88.8
THA;YR2006;95.5;92.6
THA;YR2007;102.3;96.9
THA;YR2008;115.2;104.4
THA;YR2009;100.4;98.1
THA;YR2010;109.2;104.0
THA;YR2011;122.5;114.5
THA;YR2012;121.0;112.4
THA;YR2013;118.9;110.5
THA;YR2014;116.1;108.5
THA;YR2015;100.0;100.0
THA;YR2016;97.2;99.2
THA;YR2017;102.4;101.1
THA;YR2018;107.8;103.1
THA;YR2019;103.9;101.1
THA;YR2020;100.3;101.6
THA;YR2021;122.2;110.4
THA;YR2022;139.5;117.6
THA;YR2023;130.5;118.3
THA;YR2024;128.5;118.8
TJK;YR1996;;
TJK;YR1997;;
TJK;YR1998;;
TJK;YR1999;;
TJK;YR2000;58.0;71.2
TJK;YR2001;59.5;70.2
TJK;YR2002;58.9;68.2
TJK;YR2003;63.4;77.5
TJK;YR2004;70.3;88.7
TJK;YR2005;80.8;96.0
TJK;YR2006;91.1;118.0
TJK;YR2007;95.7;122.6
TJK;YR2008;110.2;129.2
TJK;YR2009;96.4;97.0
TJK;YR2010;103.0;123.4
TJK;YR2011;119.9;143.9
TJK;YR2012;120.4;121.1
TJK;YR2013;118.3;114.6
TJK;YR2014;113.7;113.3
TJK;YR2015;100.0;100.0
TJK;YR2016;99.4;100.3
TJK;YR2017;104.3;119.4
TJK;YR2018;110.8;126.6
TJK;YR2019;107.0;115.4
TJK;YR2020;104.7;113.5
TJK;YR2021;130.9;144.5
TJK;YR2022;156.5;171.3
TJK;YR2023;147.4;156.2
TJK;YR2024;144.3;156.7
TKM;YR1996;;
TKM;YR1997;;
TKM;YR1998;;
TKM;YR1999;;
TKM;YR2000;76.7;74.0
TKM;YR2001;76.1;73.6
TKM;YR2002;76.0;60.7
TKM;YR2003;79.4;82.7
TKM;YR2004;85.9;90.3
TKM;YR2005;88.3;134.3
TKM;YR2006;91.7;128.3
TKM;YR2007;97.5;134.0
TKM;YR2008;107.6;180.1
TKM;YR2009;101.9;103.1
TKM;YR2010;103.8;117.3
TKM;YR2011;112.3;151.8
TKM;YR2012;111.3;133.5
TKM;YR2013;107.9;143.7
TKM;YR2014;107.5;138.1
TKM;YR2015;100.0;100.0
TKM;YR2016;99.8;86.6
TKM;YR2017;102.1;101.2
TKM;YR2018;105.2;117.7
TKM;YR2019;104.4;95.1
TKM;YR2020;104.7;75.6
TKM;YR2021;115.9;181.7
TKM;YR2022;123.9;329.0
TKM;YR2023;123.3;176.2
TKM;YR2024;121.7;155.1
TLA;YR1996;;
TLA;YR1997;;
TLA;YR1998;;
TLA;YR1999;;
TLA;YR2000;;
TLA;YR2001;;
TLA;YR2002;;
TLA;YR2003;;
TLA;YR2004;;
TLA;YR2005;;
TLA;YR2006;;
TLA;YR2007;;
TLA;YR2008;;
TLA;YR2009;;
TLA;YR2010;;
TLA;YR2011;;
TLA;YR2012;;
TLA;YR2013;;
TLA;YR2014;;
TLA;YR2015;;
TLA;YR2016;;
TLA;YR2017;;
TLA;YR2018;;
TLA;YR2019;;
TLA;YR2020;;
TLA;YR2021;;
TLA;YR2022;;
TLA;YR2023;;
TLA;YR2024;;
TLS;YR1996;;
TLS;YR1997;;
TLS;YR1998;;
TLS;YR1999;;
TLS;YR2000;;
TLS;YR2001;;
TLS;YR2002;;
TLS;YR2003;;
TLS;YR2004;;
TLS;YR2005;87.6;139.0
TLS;YR2006;96.1;156.1
TLS;YR2007;99.5;166.0
TLS;YR2008;119.4;204.6
TLS;YR2009;108.0;131.9
TLS;YR2010;110.9;142.2
TLS;YR2011;119.1;173.1
TLS;YR2012;117.8;160.4
TLS;YR2013;115.4;155.3
TLS;YR2014;114.6;152.9
TLS;YR2015;100.0;100.0
TLS;YR2016;100.1;86.6
TLS;YR2017;103.2;90.0
TLS;YR2018;108.1;99.7
TLS;YR2019;106.3;94.5
TLS;YR2020;103.2;73.9
TLS;YR2021;118.8;141.9
TLS;YR2022;139.9;215.6
TLS;YR2023;137.1;165.4
TLS;YR2024;135.8;163.0
TMN;YR1996;;
TMN;YR1997;;
TMN;YR1998;;
TMN;YR1999;;
TMN;YR2000;;
TMN;YR2001;;
TMN;YR2002;;
TMN;YR2003;;
TMN;YR2004;;
TMN;YR2005;;
TMN;YR2006;;
TMN;YR2007;;
TMN;YR2008;;
TMN;YR2009;;
TMN;YR2010;;
TMN;YR2011;;
TMN;YR2012;;
TMN;YR2013;;
TMN;YR2014;;
TMN;YR2015;;
TMN;YR2016;;
TMN;YR2017;;
TMN;YR2018;;
TMN;YR2019;;
TMN;YR2020;;
TMN;YR2021;;
TMN;YR2022;;
TMN;YR2023;;
TMN;YR2024;;
TON;YR1996;;
TON;YR1997;;
TON;YR1998;;
TON;YR1999;;
TON;YR2000;65.8;82.8
TON;YR2001;64.1;82.2
TON;YR2002;62.9;80.8
TON;YR2003;67.2;89.3
TON;YR2004;74.4;93.6
TON;YR2005;84.0;97.0
TON;YR2006;88.6;102.6
TON;YR2007;96.1;100.6
TON;YR2008;112.5;109.3
TON;YR2009;93.6;95.9
TON;YR2010;101.3;107.4
TON;YR2011;117.4;111.5
TON;YR2012;115.6;106.0
TON;YR2013;116.1;109.0
TON;YR2014;117.3;108.5
TON;YR2015;100.0;100.0
TON;YR2016;97.0;101.3
TON;YR2017;102.6;104.4
TON;YR2018;107.8;106.9
TON;YR2019;105.9;106.3
TON;YR2020;95.2;108.8
TON;YR2021;108.0;114.3
TON;YR2022;124.8;100.9
TON;YR2023;120.4;110.5
TON;YR2024;118.1;111.0
TSA;YR1996;;
TSA;YR1997;;
TSA;YR1998;;
TSA;YR1999;;
TSA;YR2000;;
TSA;YR2001;;
TSA;YR2002;;
TSA;YR2003;;
TSA;YR2004;;
TSA;YR2005;;
TSA;YR2006;;
TSA;YR2007;;
TSA;YR2008;;
TSA;YR2009;;
TSA;YR2010;;
TSA;YR2011;;
TSA;YR2012;;
TSA;YR2013;;
TSA;YR2014;;
TSA;YR2015;;
TSA;YR2016;;
TSA;YR2017;;
TSA;YR2018;;
TSA;YR2019;;
TSA;YR2020;;
TSA;YR2021;;
TSA;YR2022;;
TSA;YR2023;;
TSA;YR2024;;
TSS;YR1996;;
TSS;YR1997;;
TSS;YR1998;;
TSS;YR1999;;
TSS;YR2000;;
TSS;YR2001;;
TSS;YR2002;;
TSS;YR2003;;
TSS;YR2004;;
TSS;YR2005;;
TSS;YR2006;;
TSS;YR2007;;
TSS;YR2008;;
TSS;YR2009;;
TSS;YR2010;;
TSS;YR2011;;
TSS;YR2012;;
TSS;YR2013;;
TSS;YR2014;;
TSS;YR2015;;
TSS;YR2016;;
TSS;YR2017;;
TSS;YR2018;;
TSS;YR2019;;
TSS;YR2020;;
TSS;YR2021;;
TSS;YR2022;;
TSS;YR2023;;
TSS;YR2024;;
TTO;YR1996;;
TTO;YR1997;;
TTO;YR1998;;
TTO;YR1999;;
TTO;YR2000;62.1;59.7
TTO;YR2001;59.5;56.7
TTO;YR2002;59.8;54.0
TTO;YR2003;64.3;65.7
TTO;YR2004;72.5;77.0
TTO;YR2005;85.7;103.3
TTO;YR2006;93.4;109.1
TTO;YR2007;100.8;116.8
TTO;YR2008;118.7;153.4
TTO;YR2009;104.8;107.0
TTO;YR2010;118.0;119.5
TTO;YR2011;136.0;142.3
TTO;YR2012;134.0;135.3
TTO;YR2013;132.9;136.2
TTO;YR2014;127.1;133.4
TTO;YR2015;100.0;100.0
TTO;YR2016;96.6;90.1
TTO;YR2017;103.3;100.9
TTO;YR2018;111.2;115.1
TTO;YR2019;109.1;104.1
TTO;YR2020;105.8;92.1
TTO;YR2021;119.8;152.7
TTO;YR2022;129.6;210.1
TTO;YR2023;126.3;164.9
TTO;YR2024;122.5;150.5
TUN;YR1996;84.6;68.0
TUN;YR1997;79.8;62.3
TUN;YR1998;79.1;61.7
TUN;YR1999;77.6;61.1
TUN;YR2000;70.5;57.1
TUN;YR2001;68.4;56.0
TUN;YR2002;67.7;57.2
TUN;YR2003;73.3;67.8
TUN;YR2004;79.8;76.5
TUN;YR2005;85.9;82.0
TUN;YR2006;91.3;84.7
TUN;YR2007;97.6;92.5
TUN;YR2008;109.5;109.3
TUN;YR2009;96.6;95.8
TUN;YR2010;105.3;100.0
TUN;YR2011;119.9;114.4
TUN;YR2012;116.0;115.9
TUN;YR2013;115.9;112.7
TUN;YR2014;115.1;110.5
TUN;YR2015;100.0;100.0
TUN;YR2016;96.9;98.5
TUN;YR2017;101.0;100.9
TUN;YR2018;105.8;103.8
TUN;YR2019;102.0;102.2
TUN;YR2020;100.2;104.4
TUN;YR2021;121.6;115.3
TUN;YR2022;141.5;125.6
TUN;YR2023;130.2;121.7
TUN;YR2024;124.0;121.1
TUR;YR1996;68.0;80.0
TUR;YR1997;62.0;76.1
TUR;YR1998;59.7;72.9
TUR;YR1999;56.8;68.4
TUR;YR2000;59.1;65.1
TUR;YR2001;58.9;63.4
TUR;YR2002;58.2;62.2
TUR;YR2003;64.8;70.1
TUR;YR2004;75.1;81.8
TUR;YR2005;80.4;86.7
TUR;YR2006;90.2;89.7
TUR;YR2007;97.6;94.2
TUR;YR2008;109.5;102.3
TUR;YR2009;97.1;96.7
TUR;YR2010;107.2;102.2
TUR;YR2011;119.5;113.5
TUR;YR2012;116.3;112.2
TUR;YR2013;114.0;109.2
TUR;YR2014;112.2;108.0
TUR;YR2015;100.0;100.0
TUR;YR2016;98.5;99.9
TUR;YR2017;103.5;102.5
TUR;YR2018;108.2;105.5
TUR;YR2019;104.6;103.8
TUR;YR2020;105.2;105.0
TUR;YR2021;122.7;114.5
TUR;YR2022;136.1;124.8
TUR;YR2023;128.7;124.0
TUR;YR2024;129.0;124.0
TUV;YR1996;;
TUV;YR1997;;
TUV;YR1998;;
TUV;YR1999;;
TUV;YR2000;100.0;100.0
TUV;YR2001;98.50221542;98.52609673
TUV;YR2002;97.3701972;103.2781019
TUV;YR2003;107.0455898;109.9262119
TUV;YR2004;115.8192243;110.163622
TUV;YR2005;121.2868115;112.8362391
TUV;YR2006;131.1132847;120.1332774
TUV;YR2007;145.8624257;121.9677533
TUV;YR2008;180.1013491;138.7499508
TUV;YR2009;191.3481667;136.7511707
TUV;YR2010;211.2742313;147.3212451
TUV;YR2011;233.2355498;160.9757779
TUV;YR2012;239.4966665;160.7873483
TUV;YR2013;209.4782597;162.6948604
TUV;YR2014;206.4121945;165.8715078
TUV;YR2015;187.1967178;160.5419494
TUV;YR2016;175.4701505;164.0917405
TUV;YR2017;183.9669567;168.5872341
TUV;YR2018;193.2443513;178.3067067
TUV;YR2019;186.4988147;177.8997091
TUV;YR2020;;
