period;cmd;country;nb_edge_exp;nb_edge_imp;primary_value_exp;primary_value_imp;net_wgt_exp;net_wgt_imp;exp_share;imp_share;primary_value_per_partner_exp;primary_value_per_partner_imp;net_wgt_per_partner_exp;net_wgt_per_partner_imp
1996;01;Slovakia;23;10;34150046.0;5412590.0;525382043.0;117054123.0;0.8631893486571521;0.13681065134284784;1484784.608695652;541259.0;22842697.52173913;11705412.3
1996;01;Slovenia;10;16;4914694.0;8568728.0;46131262.0;85921479.0;0.36449901219438213;0.6355009878056179;491469.4;535545.5;4613126.2;5370092.4375
1996;01;Solomon Isds;8;0;0.0;0.0;0.0;0.0;;;0.0;;0.0;
1996;01;Somalia;0;1;0.0;0.0;0.0;0.0;;;;0.0;;0.0
1996;01;Spain;19;40;11700490.0;211649374.0;134504803.0;1468467356.0;0.05238637620124094;0.947613623798759;615815.2631578947;5291234.35;7079200.157894737;36711683.9
1996;01;Sri Lanka;4;1;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0
1996;01;Sudan (...2011);0;3;0.0;1869115.0;0.0;5761089.0;0.0;1.0;;623038.3333333334;;1920363.0
1996;01;Suriname;18;1;3217289.0;0.0;11808923.0;0.0;1.0;0.0;178738.27777777778;0.0;656051.2777777778;0.0
1996;01;Sweden;46;31;102533341.0;265871202.0;1118535070.0;4468838695.0;0.27831725462734047;0.7216827453726595;2228985.6739130435;8576490.387096774;24315979.782608695;144156086.93548387
1996;01;Switzerland;26;29;95477050.0;37317878.0;710588975.0;209597272.0;0.7189811496414984;0.28101885035850166;3672194.230769231;1286823.3793103448;27330345.192307692;7227492.137931035
1996;01;Syria;0;2;0.0;0.0;0.0;0.0;;;;0.0;;0.0
1996;01;Tajikistan;0;1;0.0;0.0;0.0;0.0;;;;0.0;;0.0
1996;01;Thailand;10;30;26231.0;101149249.0;7500.0;378156197.0;0.0002592624220809232;0.999740737577919;2623.1;3371641.6333333333;750.0;12605206.566666666
1996;01;Togo;2;1;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0
1996;01;Tonga;0;1;0.0;0.0;0.0;0.0;;;;0.0;;0.0
1996;01;Trinidad and Tobago;7;5;31748.0;1122499.0;21940.0;3935260.0;0.027505377965028284;0.9724946220349717;4535.428571428572;224499.8;3134.285714285714;787052.0
1996;01;Tunisia;0;14;0.0;6444487.0;0.0;24004242.0;0.0;1.0;;460320.5;;1714588.7142857143
1996;01;Turkmenistan;0;2;0.0;0.0;0.0;0.0;;;;0.0;;0.0
1996;01;Turks and Caicos Isds;0;1;0.0;0.0;0.0;0.0;;;;0.0;;0.0
1996;01;Türkiye;17;40;465858.0;124041186.0;1695104.0;683582310.0;0.0037416196307736614;0.9962583803692263;27403.41176470588;3101029.65;99712.0;17089557.75
1996;01;US Misc. Pacific Isds;1;2;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0
1996;01;USA;91;58;2219071099.0;94030566.0;10224344872.0;710323813.0;0.9593487102522146;0.04065128974778547;24385396.692307692;1621216.6551724137;112355438.15384616;12246962.293103449
1996;01;Uganda;1;2;0.0;1116.0;0.0;20000.0;0.0;1.0;0.0;558.0;0.0;10000.0
1996;01;Ukraine;36;13;13706346.0;14169446.0;222709616.0;234923197.0;0.49169350955122637;0.5083064904487736;380731.8333333333;1089957.3846153845;6186378.222222222;18071015.153846152
1996;01;United Arab Emirates;2;9;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0
1996;01;United Kingdom;41;52;17431753.0;118421348.0;27182565.0;532537201.0;0.12831325064858107;0.8716867493514189;425164.7073170732;2277333.6153846155;662989.3902439025;10241100.01923077
1996;01;United Rep. of Tanzania;5;3;0.0;14486.0;0.0;34005100.0;0.0;1.0;0.0;4828.666666666667;0.0;11335033.333333334
1996;01;Uruguay;8;4;26853799.0;253761.0;384910674.0;1186886.0;0.990638736942757;0.009361263057243071;3356724.875;63440.25;48113834.25;296721.5
1996;01;Uzbekistan;0;2;0.0;0.0;0.0;0.0;;;;0.0;;0.0
1996;01;Vanuatu;0;1;0.0;0.0;0.0;0.0;;;;0.0;;0.0
1996;01;Venezuela;9;5;537127.0;498022.0;238596.0;8197547.0;0.5188885851215622;0.4811114148784378;59680.77777777778;99604.4;26510.666666666668;1639509.4
1996;01;Viet Nam;6;2;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0
1996;01;Yemen;0;1;0.0;0.0;0.0;0.0;;;;0.0;;0.0
1996;01;Zambia;4;1;56754.0;2041.0;0.0;0.0;0.9652861637894379;0.03471383621056212;14188.5;2041.0;0.0;0.0
1996;01;Zimbabwe;1;1;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0
1997;01;Afghanistan;0;2;0.0;0.0;0.0;0.0;;;;0.0;;0.0
1997;01;Albania;2;4;47420.0;252437.0;592015.0;915500.0;0.15814204770940815;0.8418579522905918;23710.0;63109.25;296007.5;228875.0
1997;01;Algeria;1;5;14000.0;5094372.0;2500.0;11901073.0;0.002740599157618122;0.9972594008423818;14000.0;1018874.4;2500.0;2380214.6
1997;01;Andorra;4;2;27449.0;30740.0;913675.0;85808.0;0.4717214593823575;0.5282785406176425;6862.25;15370.0;228418.75;42904.0
1997;01;Angola;3;1;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0
1997;01;Antigua and Barbuda;1;1;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0
1997;01;Argentina;12;11;21751487.0;902851.0;358398947.0;2074833.0;0.9601466615356405;0.039853338464359456;1812623.9166666667;82077.36363636363;29866578.916666668;188621.18181818182
1997;01;Armenia;1;0;0.0;0.0;0.0;0.0;;;0.0;;0.0;
1997;01;Aruba;1;2;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0
1997;01;Australia;27;22;40585390.0;826957.0;482548040.0;1331925.0;0.9800311486813341;0.019968851318665905;1503162.5925925926;37588.954545454544;17872149.62962963;60542.045454545456
1997;01;Austria;29;42;73496220.0;319339801.0;575359216.0;4009004249.0;0.18709134618793016;0.8129086538120699;2534352.4137931033;7603328.595238095;19839972.96551724;95452482.11904761
1997;01;Azerbaijan;3;3;48699.0;174169.0;292125.0;1518687.0;0.21851050846240824;0.7814894915375917;16233.0;58056.333333333336;97375.0;506229.0
1997;01;Bahamas;1;2;5145.0;223278.0;773.0;93636.0;0.022524001523489316;0.9774759984765107;5145.0;111639.0;773.0;46818.0
1997;01;Bahrain;0;2;0.0;0.0;0.0;0.0;;;;0.0;;0.0
1997;01;Bangladesh;1;8;0.0;1096226.0;0.0;101502898.0;0.0;1.0;0.0;137028.25;0.0;12687862.25
1997;01;Barbados;1;4;0.0;537496.0;0.0;1107507.0;0.0;1.0;0.0;134374.0;0.0;276876.75
1997;01;Belarus;14;1;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0
1997;01;Belgium-Luxembourg (...1998);38;43;100750367.0;158813598.0;707506056.0;1941601849.0;0.3881523654487247;0.6118476345512752;2651325.447368421;3693339.488372093;18618580.42105263;45153531.37209302
1997;01;Belize;4;2;71935.0;109555.0;382.0;246.0;0.39635792605653203;0.6036420739434679;17983.75;54777.5;95.5;123.0
1997;01;Benin;3;0;0.0;0.0;0.0;0.0;;;0.0;;0.0;
1997;01;Bermuda;0;15;0.0;5931238.0;0.0;0.0;0.0;1.0;;395415.86666666664;;0.0
1997;01;Bhutan;1;0;0.0;0.0;0.0;0.0;;;0.0;;0.0;
1997;01;Bolivia (Plurinational State of);4;3;0.0;253343.0;0.0;3150038.0;0.0;1.0;0.0;84447.66666666667;0.0;1050012.6666666667
1997;01;Bosnia Herzegovina;9;3;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0
1997;01;Br. Virgin Isds;1;2;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0
