period;cmd;country;nb_edge_exp;nb_edge_imp;primary_value_exp;primary_value_imp;net_wgt_exp;net_wgt_imp;exp_share;imp_share;primary_value_per_partner_exp;primary_value_per_partner_imp;net_wgt_per_partner_exp;net_wgt_per_partner_imp
1997;01;Bahrain;0;2;0.0;0.0;0.0;0.0;;;;0.0;;0.0
1997;01;Bangladesh;1;6;0.0;1096226.0;0.0;101502898.0;0.0;1.0;0.0;182704.33333333334;0.0;16917149.666666668
1997;01;Barbados;1;4;0.0;537496.0;0.0;1107507.0;0.0;1.0;0.0;134374.0;0.0;276876.75
1997;01;Belarus;5;1;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0
1997;01;Belize;4;2;71935.0;109555.0;382.0;246.0;0.39635792605653203;0.6036420739434679;17983.75;54777.5;95.5;123.0
1997;01;Benin;2;0;0.0;0.0;0.0;0.0;;;0.0;;0.0;
1997;01;Bermuda;0;9;0.0;5931238.0;0.0;0.0;0.0;1.0;;659026.4444444445;;0.0
1997;01;Bhutan;1;0;0.0;0.0;0.0;0.0;;;0.0;;0.0;
1997;01;Bolivia (Plurinational State of);4;3;0.0;253343.0;0.0;3150038.0;0.0;1.0;0.0;84447.66666666667;0.0;1050012.6666666667
1997;01;Bosnia Herzegovina;3;2;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0
1997;01;Br. Virgin Isds;1;2;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0
1997;01;Brazil;12;8;35880310.0;792911.0;565208271.0;4072774.0;0.9783790193940151;0.02162098060598495;2990025.8333333335;99113.875;47100689.25;509096.75
1997;01;Brunei Darussalam;0;5;0.0;323861.0;0.0;446796.0;0.0;1.0;;64772.2;;89359.2
1997;01;Burundi;1;0;0.0;0.0;0.0;0.0;;;0.0;;0.0;
1997;01;Cabo Verde;0;4;0.0;506872.0;0.0;1417056.0;0.0;1.0;;126718.0;;354264.0
1997;01;Cambodia;5;0;0.0;0.0;0.0;0.0;;;0.0;;0.0;
1997;01;Cameroon;25;3;77836043.0;0.0;501702735.0;0.0;1.0;0.0;3113441.72;0.0;20068109.4;0.0
1997;01;Canada;27;18;100873567.0;340402469.0;231315000.0;1400598750.0;0.2285951621447216;0.7714048378552784;3736058.037037037;18911248.277777776;8567222.222222222;77811041.66666667
1997;01;Cayman Isds;0;1;0.0;0.0;0.0;0.0;;;;0.0;;0.0
1997;01;Central African Rep.;6;0;549448.0;0.0;1870425.0;0.0;1.0;0.0;91574.66666666667;;311737.5;
1997;01;Chile;16;5;119746842.0;4442.0;1663076620.0;4554.0;0.9999629064520094;0.00003709354799068376;7484177.625;888.4;103942288.75;910.8
1997;01;China;17;45;27347588.0;668218308.0;45296686.0;3262898459.0;0.039317034025486496;0.9606829659745135;1608681.6470588236;14849295.733333332;2664510.9411764704;72508854.64444445
1997;01;China, Hong Kong SAR;11;37;157568129.0;222020476.0;427040250.0;755905447.0;0.4151023685234176;0.5848976314765824;14324375.363636363;6000553.405405405;38821840.90909091;20429876.945945945
1997;01;China, Macao SAR;1;6;26907.0;721990.0;133890.0;11332675.0;0.03592883934639877;0.9640711606536012;26907.0;120331.66666666667;133890.0;1888779.1666666667
1997;01;Colombia;4;5;1478767.0;530980.0;8161234.0;3885780.0;0.7357975904429761;0.26420240955702384;369691.75;106196.0;2040308.5;777156.0
1997;01;Comoros;1;1;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0
1997;01;Congo;13;0;0.0;0.0;0.0;0.0;;;0.0;;0.0;
1997;01;Costa Rica;5;4;803856.0;37270.0;11510128.0;819562.0;0.9556903484139119;0.04430965158608817;160771.2;9317.5;2302025.6;204890.5
1997;01;Cuba;1;3;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0
1997;01;Côte d'Ivoire;11;1;0.0;2077.0;0.0;24300.0;0.0;1.0;0.0;2077.0;0.0;24300.0
1997;01;Dem. People's Rep. of Korea;3;4;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0
1997;01;Dem. Rep. of the Congo;9;0;0.0;0.0;0.0;0.0;;;0.0;;0.0;
1997;01;Dominica;0;2;0.0;27000.0;0.0;12000.0;0.0;1.0;;13500.0;;6000.0
